instrument,pitch,noteName,startSec,endSec,durationSec,velocity,program,isDrum,bpm,measure
Program 0,89,F6,10.124993,10.496868,0.371875,33,0,False,0.0,4
Program 0,82,A#5,10.499993,10.871868,0.371875,33,0,False,0.0,4
Program 0,85,C#6,10.499993,10.871868,0.371875,33,0,False,0.0,4
Program 0,89,F6,10.499993,10.871868,0.371875,33,0,False,0.0,4
Program 0,77,F5,10.874993,11.246868,0.371875,33,0,False,0.0,4
Program 0,82,A#5,10.874993,11.246868,0.371875,33,0,False,0.0,4
Program 0,85,C#6,10.874993,11.246868,0.371875,33,0,False,0.0,4
Program 0,73,C#5,11.249993,11.621867,0.371875,33,0,False,0.0,4
Program 0,77,F5,11.249993,11.621867,0.371875,33,0,False,0.0,4
Program 0,82,A#5,11.249993,11.621867,0.371875,33,0,False,0.0,4
Program 0,70,A#4,11.624992,11.978117,0.353125,33,0,False,0.0,4
Program 0,73,C#5,11.624992,11.978117,0.353125,33,0,False,0.0,4
Program 0,77,F5,11.624992,11.978117,0.353125,33,0,False,0.0,4
Program 0,54,F#3,12.374992,12.746867,0.371875,33,0,False,0.0,5
Program 0,58,A#3,12.374992,12.746867,0.371875,33,0,False,0.0,5
Program 0,61,C#4,12.374992,12.746867,0.371875,33,0,False,0.0,5
Program 0,60,C4,12.749992,13.121866,0.371875,33,0,False,0.0,5
Program 0,65,F4,12.749992,13.121866,0.371875,33,0,False,0.0,5
Program 0,68,G#4,12.749992,13.121866,0.371875,33,0,False,0.0,5
Program 0,58,A#3,13.124991,13.496866,0.371875,33,0,False,0.0,5
Program 0,61,C#4,13.124991,13.496866,0.371875,33,0,False,0.0,5
Program 0,63,D#4,13.124991,13.496866,0.371875,33,0,False,0.0,5
Program 0,66,F#4,13.874991,14.246866,0.371875,33,0,False,0.0,5
Program 0,70,A#4,13.874991,14.246866,0.371875,33,0,False,0.0,5
Program 0,73,C#5,13.874991,14.246866,0.371875,33,0,False,0.0,5
Program 0,72,C5,14.249991,14.621865,0.371875,33,0,False,0.0,5
Program 0,77,F5,14.249991,14.621865,0.371875,33,0,False,0.0,5
Program 0,80,G#5,14.249991,14.621865,0.371875,33,0,False,0.0,5
Program 0,70,A#4,14.62499,14.996865,0.371875,33,0,False,0.0,5
Program 0,73,C#5,14.62499,14.996865,0.371875,33,0,False,0.0,5
Program 0,75,D#5,14.62499,14.996865,0.371875,33,0,False,0.0,5
Program 0,78,F#5,14.99999,15.371865,0.371875,33,0,False,0.0,6
Program 0,82,A#5,14.99999,15.371865,0.371875,33,0,False,0.0,6
Program 0,85,C#6,14.99999,15.371865,0.371875,33,0,False,0.0,6
Program 0,84,C6,15.37499,15.746865,0.371875,33,0,False,0.0,6
Program 0,89,F6,15.37499,15.746865,0.371875,33,0,False,0.0,6
Program 0,92,G#6,15.37499,15.746865,0.371875,33,0,False,0.0,6
Program 0,82,A#5,15.74999,16.121864,0.371875,33,0,False,0.0,6
Program 0,85,C#6,15.74999,16.121864,0.371875,33,0,False,0.0,6
Program 0,87,D#6,15.74999,16.121864,0.371875,33,0,False,0.0,6
Program 0,72,C5,16.124989,16.496864,0.371875,33,0,False,0.0,6
Program 0,77,F5,16.124989,16.496864,0.371875,33,0,False,0.0,6
Program 0,80,G#5,16.124989,16.496864,0.371875,33,0,False,0.0,6
Program 0,70,A#4,16.499989,16.871864,0.371875,33,0,False,0.0,6
Program 0,73,C#5,16.499989,16.871864,0.371875,33,0,False,0.0,6
Program 0,75,D#5,16.499989,16.871864,0.371875,33,0,False,0.0,6
Program 0,60,C4,16.874989,17.246864,0.371875,33,0,False,0.0,6
Program 0,65,F4,16.874989,17.246864,0.371875,33,0,False,0.0,6
Program 0,68,G#4,16.874989,17.246864,0.371875,33,0,False,0.0,6
Program 0,58,A#3,17.249989,17.621863,0.371875,33,0,False,0.0,6
Program 0,54,F#3,17.624988,17.978113,0.353125,33,0,False,0.0,6
Program 0,61,C#4,17.249989,17.996863,0.746875,33,0,False,0.0,6
Program 0,63,D#4,17.249989,17.996863,0.746875,33,0,False,0.0,6
Program 0,53,F3,18.374988,18.746863,0.371875,33,0,False,0.0,7
Program 0,56,G#3,18.374988,18.746863,0.371875,33,0,False,0.0,7
Program 0,63,D#4,18.374988,18.746863,0.371875,33,0,False,0.0,7
Program 0,61,C#4,18.749988,19.121862,0.371875,33,0,False,0.0,7
Program 0,65,F4,18.749988,19.121862,0.371875,33,0,False,0.0,7
Program 0,70,A#4,18.749988,19.121862,0.371875,33,0,False,0.0,7
Program 0,60,C4,19.124987,19.478112,0.353125,33,0,False,0.0,7
Program 0,63,D#4,19.124987,19.478112,0.353125,33,0,False,0.0,7
Program 0,65,F4,19.124987,19.478112,0.353125,33,0,False,0.0,7
Program 0,58,A#3,19.499987,19.871862,0.371875,33,0,False,0.0,7
Program 0,61,C#4,19.499987,19.871862,0.371875,33,0,False,0.0,7
Program 0,65,F4,19.499987,19.871862,0.371875,33,0,False,0.0,7
Program 0,65,F4,19.874987,20.246862,0.371875,33,0,False,0.0,7
Program 0,68,G#4,19.874987,20.246862,0.371875,33,0,False,0.0,7
Program 0,75,D#5,19.874987,20.246862,0.371875,33,0,False,0.0,7
Program 0,73,C#5,20.249987,20.621861,0.371875,33,0,False,0.0,7
Program 0,77,F5,20.249987,20.621861,0.371875,33,0,False,0.0,7
Program 0,82,A#5,20.249987,20.621861,0.371875,33,0,False,0.0,7
Program 0,70,A#4,20.624986,20.978111,0.353125,33,0,False,0.0,7
Program 0,73,C#5,20.624986,20.978111,0.353125,33,0,False,0.0,7
Program 0,75,D#5,20.624986,20.978111,0.353125,33,0,False,0.0,7
Program 0,77,F5,20.999986,21.374986,0.375,33,0,False,0.0,7
Program 0,80,G#5,21.374986,21.746861,0.371875,33,0,False,0.0,8
Program 0,87,D#6,21.374986,21.746861,0.371875,33,0,False,0.0,8
Program 0,73,C#5,20.999986,22.08436,1.084374,33,0,False,0.0,7
Program 0,77,F5,21.374986,22.08436,0.709375,33,0,False,0.0,8
Program 0,85,C#6,21.749986,22.12186,0.371875,33,0,False,0.0,8
Program 0,89,F6,21.749986,22.12186,0.371875,33,0,False,0.0,8
Program 0,94,A#6,21.749986,22.12186,0.371875,33,0,False,0.0,8
Program 0,84,C6,22.124985,22.49686,0.371875,33,0,False,0.0,8
Program 0,87,D#6,22.124985,22.49686,0.371875,33,0,False,0.0,8
Program 0,89,F6,22.124985,22.49686,0.371875,33,0,False,0.0,8
Program 0,82,A#5,22.499985,22.87186,0.371875,33,0,False,0.0,8
Program 0,85,C#6,22.499985,22.87186,0.371875,33,0,False,0.0,8
Program 0,89,F6,22.499985,22.87186,0.371875,33,0,False,0.0,8
Program 0,77,F5,22.874985,23.24686,0.371875,33,0,False,0.0,8
Program 0,82,A#5,22.874985,23.24686,0.371875,33,0,False,0.0,8
Program 0,85,C#6,22.874985,23.24686,0.371875,33,0,False,0.0,8
Program 0,73,C#5,23.249985,23.621859,0.371875,33,0,False,0.0,8
Program 0,77,F5,23.249985,23.621859,0.371875,33,0,False,0.0,8
Program 0,82,A#5,23.249985,23.621859,0.371875,33,0,False,0.0,8
Program 0,70,A#4,23.624984,23.978109,0.353125,33,0,False,0.0,8
Program 0,73,C#5,23.624984,23.978109,0.353125,33,0,False,0.0,8
Program 0,77,F5,23.624984,23.978109,0.353125,33,0,False,0.0,8
Program 0,54,F#3,24.374984,24.746859,0.371875,33,0,False,0.0,9
Program 0,60,C4,24.374984,24.746859,0.371875,33,0,False,0.0,9
Program 0,65,F4,24.374984,24.746859,0.371875,33,0,False,0.0,9
Program 0,55,G3,24.749984,25.121858,0.371875,33,0,False,0.0,9
Program 0,61,C#4,24.749984,25.121858,0.371875,33,0,False,0.0,9
Program 0,63,D#4,24.749984,25.121858,0.371875,33,0,False,0.0,9
Program 0,56,G#3,25.124983,25.496858,0.371875,33,0,False,0.0,9
Program 0,62,D4,25.124983,25.496858,0.371875,33,0,False,0.0,9
Program 0,70,A#4,25.124983,25.496858,0.371875,33,0,False,0.0,9
Program 0,92,G#6,25.874983,26.059358,0.184375,33,0,False,0.0,9
Program 0,87,D#6,26.249983,26.434357,0.184375,33,0,False,0.0,9
Program 0,80,G#5,26.624982,26.809357,0.184375,33,0,False,0.0,9
Program 0,75,D#5,26.999982,27.184357,0.184375,33,0,False,0.0,9
Program 0,57,A3,25.499983,27.278107,1.778124,33,0,False,0.0,9
Program 0,63,D#4,25.499983,27.278107,1.778124,33,0,False,0.0,9
Program 0,68,G#4,25.499983,27.278107,1.778124,33,0,False,0.0,9
Program 0,54,F#3,27.374982,27.728107,0.353125,33,0,False,0.0,10
Program 0,60,C4,27.374982,27.728107,0.353125,33,0,False,0.0,10
Program 0,65,F4,27.374982,27.728107,0.353125,33,0,False,0.0,10
Program 0,55,G3,27.749982,28.103106,0.353125,33,0,False,0.0,10
Program 0,61,C#4,27.749982,28.103106,0.353125,33,0,False,0.0,10
Program 0,63,D#4,27.749982,28.103106,0.353125,33,0,False,0.0,10
Program 0,56,G#3,28.124981,28.478106,0.353125,33,0,False,0.0,10
Program 0,62,D4,28.124981,28.478106,0.353125,33,0,False,0.0,10
Program 0,70,A#4,28.124981,28.478106,0.353125,33,0,False,0.0,10
Program 0,57,A3,28.499981,28.853106,0.353125,33,0,False,0.0,10
Program 0,63,D#4,28.499981,28.853106,0.353125,33,0,False,0.0,10
Program 0,68,G#4,28.499981,28.853106,0.353125,33,0,False,0.0,10
Program 0,58,A#3,28.874981,29.228106,0.353125,33,0,False,0.0,10
Program 0,64,E4,28.874981,29.228106,0.353125,33,0,False,0.0,10
Program 0,72,C5,28.874981,29.228106,0.353125,33,0,False,0.0,10
Program 0,94,A#6,29.62498,29.809355,0.184375,33,0,False,0.0,10
Program 0,89,F6,29.99998,30.184355,0.184375,49,0,False,0.0,11
Program 0,82,A#5,30.37498,30.559355,0.184375,49,0,False,0.0,11
Program 0,77,F5,30.74998,30.934354,0.184375,49,0,False,0.0,11
Program 0,70,A#4,29.249981,31.124979,1.874999,33,0,False,0.0,10
Program 0,65,F4,29.249981,31.499979,2.249999,33,0,False,0.0,10
Program 0,59,B3,29.249981,31.815604,2.565623,33,0,False,0.0,10
Program 0,65,F4,31.499979,31.815604,0.315625,49,0,False,0.0,11
Program 0,70,A#4,31.124979,32.190604,1.065624,49,0,False,0.0,11
Program 0,58,A#3,31.874979,32.228104,0.353125,49,0,False,0.0,11
Program 0,61,C#4,31.874979,32.228104,0.353125,49,0,False,0.0,11
Program 0,63,D#4,31.874979,32.228104,0.353125,49,0,False,0.0,11
Program 0,65,F4,32.249979,32.624978,0.375,49,0,False,0.0,12
Program 0,58,A#3,32.999978,33.371853,0.371875,49,0,False,0.0,12
Program 0,60,C4,32.249979,33.374978,1.124999,49,0,False,0.0,12
Program 0,94,A#6,33.749978,34.121852,0.371875,49,0,False,0.0,12
Program 0,89,F6,34.124977,34.496852,0.371875,49,0,False,0.0,12
Program 0,72,C5,34.499977,34.871852,0.371875,49,0,False,0.0,12
Program 0,77,F5,34.499977,34.871852,0.371875,49,0,False,0.0,12
Program 0,70,A#4,32.249979,34.874977,2.624998,49,0,False,0.0,12
Program 0,60,C4,33.374978,35.246852,1.871874,49,0,False,0.0,12
Program 0,65,F4,32.624978,35.246852,2.621873,49,0,False,0.0,12
Program 0,70,A#4,34.874977,35.246852,0.371875,49,0,False,0.0,12
Program 0,60,C4,35.249977,35.621851,0.371875,49,0,False,0.0,12
Program 0,62,D4,35.624976,35.996851,0.371875,49,0,False,0.0,13
Program 0,58,A#3,35.999976,36.371851,0.371875,49,0,False,0.0,13
Program 0,60,C4,36.374976,36.746851,0.371875,49,0,False,41.249972500000005,13
Program 0,67,G4,36.374976,36.746851,0.371875,49,0,False,41.249972500000005,13
Program 0,72,C5,36.749976,37.12185,0.371875,49,0,False,41.249972500000005,13
Program 0,74,D5,37.124975,37.49685,0.371875,49,0,False,41.249972500000005,13
Program 0,70,A#4,35.249977,37.499975,2.249999,49,0,False,0.0,12
Program 0,72,C5,37.874975,38.2281,0.353125,49,0,False,41.249972500000005,13
Program 0,79,G5,37.874975,38.2281,0.353125,49,0,False,41.249972500000005,13
Program 0,65,F4,35.249977,38.24685,2.996873,49,0,False,0.0,12
Program 0,70,A#4,37.499975,38.24685,0.746875,49,0,False,41.249972500000005,13
Program 0,77,F5,36.749976,38.24685,1.496874,49,0,False,41.249972500000005,13
Program 0,82,A#5,36.749976,38.24685,1.496874,49,0,False,41.249972500000005,13
Program 0,66,F#4,38.249975,38.621849,0.371875,49,0,False,41.249972500000005,13
Program 0,70,A#4,38.249975,38.621849,0.371875,49,0,False,41.249972500000005,13
Program 0,59,B3,38.249975,38.996849,0.746875,49,0,False,41.249972500000005,13
Program 0,65,F4,38.624974,38.996849,0.371875,49,0,False,41.249972500000005,14
Program 0,68,G#4,38.624974,38.996849,0.371875,49,0,False,41.249972500000005,14
Program 0,64,E4,38.999974,39.371849,0.371875,49,0,False,41.249972500000005,14
Program 0,68,G#4,38.999974,39.371849,0.371875,49,0,False,41.249972500000005,14
Program 0,57,A3,38.999974,39.746849,0.746875,49,0,False,41.249972500000005,14
Program 0,63,D#4,39.374974,39.746849,0.371875,49,0,False,41.249972500000005,14
Program 0,66,F#4,39.374974,39.746849,0.371875,49,0,False,41.249972500000005,14
Program 0,61,C#4,39.749974,40.121848,0.371875,49,0,False,41.249972500000005,14
Program 0,65,F4,39.749974,40.121848,0.371875,49,0,False,41.249972500000005,14
Program 0,54,F#3,39.749974,40.496848,0.746875,49,0,False,41.249972500000005,14
Program 0,60,C4,40.124973,40.496848,0.371875,49,0,False,44.583306500000006,14
Program 0,63,D#4,40.124973,40.496848,0.371875,49,0,False,44.583306500000006,14
Program 0,59,B3,40.499973,40.871848,0.371875,49,0,False,44.583306500000006,14
Program 0,63,D#4,40.499973,40.871848,0.371875,49,0,False,44.583306500000006,14
Program 0,58,A#3,40.874973,41.228098,0.353125,49,0,False,44.583306500000006,14
Program 0,61,C#4,40.874973,41.228098,0.353125,49,0,False,44.583306500000006,14
Program 0,52,E3,40.499973,41.246848,0.746875,49,0,False,44.583306500000006,14
Program 0,56,G#3,41.666639,42.079834,0.413195,49,0,False,44.583306500000006,15
Program 0,61,C#4,41.249973,42.083306,0.833334,49,0,False,44.583306500000006,14
Program 0,66,F#4,42.499973,42.913167,0.413195,49,0,False,44.583306500000006,15
Program 0,68,G#4,42.91664,43.329834,0.413195,49,0,False,44.583306500000006,15
Program 0,73,C#5,43.333306,43.746501,0.413195,49,0,False,44.583306500000006,15
Program 0,75,D#5,43.333306,43.746501,0.413195,49,0,False,44.583306500000006,15
Program 0,63,D#4,42.083306,44.079834,1.996528,49,0,False,44.583306500000006,15
Program 0,78,F#5,43.749973,44.163168,0.413195,49,0,False,44.583306500000006,15
Program 0,80,G#5,44.16664,44.559001,0.392361,49,0,False,44.583306500000006,15
Program 0,57,A3,41.249973,44.579834,3.329862,49,0,False,44.583306500000006,14
Program 0,61,C#4,42.083306,44.579834,2.496528,49,0,False,44.583306500000006,15
Program 0,54,F#3,41.249973,44.579834,3.329862,49,0,False,44.583306500000006,14
Program 0,87,D#6,44.583307,44.955181,0.371875,49,0,False,44.583306500000006,15
Program 0,94,A#6,44.583307,44.955181,0.371875,49,0,False,44.583306500000006,15
Program 0,99,D#7,44.583307,44.955181,0.371875,49,0,False,44.583306500000006,15
Program 0,85,C#6,44.958306,45.330181,0.371875,49,0,False,44.583306500000006,16
Program 0,92,G#6,44.958306,45.330181,0.371875,49,0,False,44.583306500000006,16
Program 0,97,C#7,44.958306,45.330181,0.371875,49,0,False,44.583306500000006,16
Program 0,82,A#5,45.333306,45.705181,0.371875,49,0,False,44.583306500000006,16
Program 0,89,F6,45.333306,45.705181,0.371875,49,0,False,44.583306500000006,16
Program 0,94,A#6,45.333306,45.705181,0.371875,49,0,False,44.583306500000006,16
Program 0,80,G#5,45.708306,46.080181,0.371875,49,0,False,44.583306500000006,16
Program 0,87,D#6,45.708306,46.080181,0.371875,49,0,False,44.583306500000006,16
Program 0,92,G#6,45.708306,46.080181,0.371875,49,0,False,44.583306500000006,16
Program 0,75,D#5,46.083306,46.45518,0.371875,49,0,False,44.583306500000006,16
Program 0,82,A#5,46.083306,46.45518,0.371875,49,0,False,44.583306500000006,16
Program 0,87,D#6,46.083306,46.45518,0.371875,49,0,False,44.583306500000006,16
Program 0,73,C#5,46.458305,46.83018,0.371875,49,0,False,44.583306500000006,16
Program 0,80,G#5,46.458305,46.83018,0.371875,49,0,False,44.583306500000006,16
Program 0,85,C#6,46.458305,46.83018,0.371875,49,0,False,44.583306500000006,16
Program 0,70,A#4,46.833305,47.20518,0.371875,49,0,False,44.583306500000006,16
Program 0,77,F5,46.833305,47.20518,0.371875,49,0,False,44.583306500000006,16
Program 0,82,A#5,46.833305,47.20518,0.371875,49,0,False,44.583306500000006,16
Program 0,68,G#4,47.208305,47.58018,0.371875,49,0,False,44.583306500000006,16
Program 0,75,D#5,47.208305,47.58018,0.371875,49,0,False,44.583306500000006,16
Program 0,80,G#5,47.208305,47.58018,0.371875,49,0,False,44.583306500000006,16
Program 0,63,D#4,47.583305,47.955179,0.371875,49,0,False,44.583306500000006,16
Program 0,70,A#4,47.583305,47.955179,0.371875,49,0,False,44.583306500000006,16
Program 0,75,D#5,47.583305,47.955179,0.371875,49,0,False,44.583306500000006,16
Program 0,61,C#4,47.958304,48.330179,0.371875,49,0,False,44.583306500000006,17
Program 0,68,G#4,47.958304,48.330179,0.371875,49,0,False,44.583306500000006,17
Program 0,73,C#5,47.958304,48.330179,0.371875,49,0,False,44.583306500000006,17
Program 0,63,D#4,48.333304,48.705179,0.371875,49,0,False,44.583306500000006,17
Program 0,70,A#4,48.333304,48.705179,0.371875,49,0,False,44.583306500000006,17
Program 0,75,D#5,48.333304,48.705179,0.371875,49,0,False,44.583306500000006,17
Program 0,84,C6,49.083304,49.830178,0.746875,33,0,False,44.583306500000006,17
Program 0,86,D6,49.083304,49.830178,0.746875,33,0,False,44.583306500000006,17
Program 0,96,C7,49.083304,49.830178,0.746875,33,0,False,44.583306500000006,17
Program 0,65,F4,48.708304,50.561428,1.853124,49,0,False,44.583306500000006,17
Program 0,72,C5,48.708304,50.561428,1.853124,49,0,False,44.583306500000006,17
Program 0,77,F5,48.708304,50.561428,1.853124,49,0,False,44.583306500000006,17
Program 0,60,C4,49.833303,52.005177,2.171874,33,0,False,44.583306500000006,17
Program 0,62,D4,49.833303,52.005177,2.171874,33,0,False,44.583306500000006,17
Program 0,59,B3,52.208301,52.267676,0.059375,49,0,False,266.87937850000003,18
Program 0,63,D#4,52.270801,52.330176,0.059375,49,0,False,266.87937850000003,18
Program 0,68,G#4,52.333301,52.392676,0.059375,49,0,False,266.87937850000003,18
Program 0,65,F4,52.395801,52.455176,0.059375,49,0,False,266.87937850000003,18
Program 0,56,G#3,52.145801,53.273926,1.128124,49,0,False,266.87937850000003,18
Program 0,59,B3,52.458301,53.542676,1.084374,49,0,False,266.87937850000003,18
Program 0,61,C#4,52.458301,53.542676,1.084374,49,0,False,266.87937850000003,18
Program 0,84,C6,53.583301,54.330175,0.746875,33,0,False,266.87937850000003,18
Program 0,89,F6,53.583301,54.330175,0.746875,33,0,False,266.87937850000003,18
Program 0,96,C7,53.583301,54.330175,0.746875,33,0,False,266.87937850000003,18
Program 0,60,C4,54.3333,55.792674,1.459374,33,0,False,266.87937850000003,19
Program 0,62,D4,54.3333,55.792674,1.459374,33,0,False,266.87937850000003,19
Program 0,63,D#4,56.020799,56.080174,0.059375,49,0,False,266.87937850000003,19
Program 0,68,G#4,56.083299,56.142674,0.059375,49,0,False,266.87937850000003,19
Program 0,65,F4,56.145799,56.205174,0.059375,49,0,False,266.87937850000003,19
Program 0,56,G#3,55.895799,56.311424,0.415625,49,0,False,266.87937850000003,19
Program 0,59,B3,55.958299,56.373924,0.415625,49,0,False,266.87937850000003,19
Program 0,61,C#4,56.208299,56.561424,0.353125,80,0,False,266.87937850000003,19
Program 0,59,B3,56.675891,56.766169,0.090278,33,0,False,266.87937850000003,20
Program 0,63,D#4,56.768484,56.858761,0.090278,33,0,False,266.87937850000003,20
Program 0,68,G#4,56.861076,56.951354,0.090278,33,0,False,266.87937850000003,20
Program 0,65,F4,56.953669,57.043947,0.090278,33,0,False,266.87937850000003,20
Program 0,61,C#4,57.046261,57.136539,0.090278,33,0,False,266.87937850000003,20
Program 0,62,D4,57.231447,57.321724,0.090278,33,0,False,266.87937850000003,20
Program 0,66,F#4,57.324039,57.414317,0.090278,33,0,False,266.87937850000003,20
Program 0,71,B4,57.416632,57.50691,0.090278,33,0,False,266.87937850000003,20
Program 0,68,G#4,57.509224,57.599502,0.090278,33,0,False,266.87937850000003,20
Program 0,64,E4,57.601817,57.692095,0.090278,33,0,False,266.87937850000003,20
Program 0,65,F4,57.787002,57.87728,0.090278,33,0,False,266.87937850000003,20
Program 0,69,A4,57.879595,57.969872,0.090278,33,0,False,266.87937850000003,20
Program 0,74,D5,57.972187,58.062465,0.090278,33,0,False,266.87937850000003,20
Program 0,71,B4,58.06478,58.155058,0.090278,33,0,False,266.87937850000003,20
Program 0,67,G4,58.157372,58.24765,0.090278,33,0,False,266.87937850000003,20
Program 0,68,G#4,58.342558,58.432835,0.090278,33,0,False,266.87937850000003,20
Program 0,74,D5,58.43515,58.525428,0.090278,33,0,False,266.87937850000003,20
Program 0,78,F#5,58.527743,58.618021,0.090278,33,0,False,266.87937850000003,20
Program 0,74,D5,58.620335,58.710613,0.090278,33,0,False,266.87937850000003,20
Program 0,70,A#4,58.712928,58.803206,0.090278,33,0,False,266.87937850000003,20
Program 0,71,B4,58.898113,58.988391,0.090278,33,0,False,266.87937850000003,21
Program 0,75,D#5,58.990706,59.080983,0.090278,33,0,False,266.87937850000003,21
Program 0,80,G#5,59.083298,59.173576,0.090278,33,0,False,266.87937850000003,21
Program 0,77,F5,59.175891,59.266169,0.090278,33,0,False,266.87937850000003,21
Program 0,73,C#5,59.268483,59.358761,0.090278,33,0,False,266.87937850000003,21
Program 0,74,D5,59.453669,59.543946,0.090278,33,0,False,266.87937850000003,21
Program 0,78,F#5,59.546261,59.636539,0.090278,33,0,False,266.87937850000003,21
Program 0,83,B5,59.638854,59.729132,0.090278,33,0,False,266.87937850000003,21
Program 0,80,G#5,59.731446,59.821724,0.090278,33,0,False,266.87937850000003,21
