instrument,pitch,noteName,startSec,endSec,durationSec,velocity,program,isDrum,bpm,measure
Program 0,60,C4,18.0,18.748958,0.748958,33,0,False,0.0,10
Program 0,61,C#4,18.75,18.998958,0.248958,33,0,False,0.0,10
Program 0,63,D#4,19.0,19.998958,0.998958,33,0,False,0.0,10
Program 0,78,F#5,20.25,20.498958,0.248958,33,0,False,0.0,11
Program 0,77,F5,20.5,20.530208,0.030208,33,0,False,0.0,11
Program 0,78,F#5,20.53125,20.561458,0.030208,33,0,False,0.0,11
Program 0,77,F5,20.5625,20.623958,0.061458,33,0,False,0.0,11
Program 0,75,D#5,20.625,20.748958,0.123958,33,0,False,0.0,11
Program 0,72,C5,20.75,20.998958,0.248958,33,0,False,0.0,11
Program 0,87,D#6,21.25,21.373958,0.123958,33,0,False,0.0,11
Program 0,85,C#6,21.375,21.436458,0.061458,33,0,False,0.0,11
Program 0,87,D#6,21.4375,21.498958,0.061458,33,0,False,0.0,11
Program 0,85,C#6,21.5,21.623958,0.123958,33,0,False,0.0,11
Program 0,84,C6,21.625,21.748958,0.123958,33,0,False,0.0,11
Program 0,87,D#6,21.75,21.998958,0.248958,33,0,False,0.0,11
Program 0,96,C7,22.25,22.373958,0.123958,33,0,False,0.0,12
Program 0,90,F#6,22.375,22.436458,0.061458,33,0,False,0.0,12
Program 0,92,G#6,22.4375,22.498958,0.061458,33,0,False,0.0,12
Program 0,90,F#6,22.5,22.623958,0.123958,33,0,False,0.0,12
Program 0,89,F6,22.625,22.748958,0.123958,33,0,False,0.0,12
Program 0,97,C#7,22.75,22.873958,0.123958,33,0,False,0.0,12
Program 0,96,C7,22.875,22.998958,0.123958,33,0,False,0.0,12
Program 0,101,F7,23.0,23.248958,0.248958,33,0,False,0.0,12
Program 0,77,F5,26.0,26.498958,0.498958,49,0,False,0.0,14
Program 0,82,A#5,26.5,26.998958,0.498958,49,0,False,0.0,14
Program 0,80,G#5,27.0,27.498958,0.498958,49,0,False,0.0,14
Program 0,78,F#5,27.5,27.998958,0.498958,49,0,False,0.0,14
Program 0,77,F5,28.0,28.748958,0.748958,49,0,False,0.0,15
Program 0,73,C#5,28.75,28.873958,0.123958,49,0,False,0.0,15
Program 0,75,D#5,28.875,28.998958,0.123958,49,0,False,0.0,15
Program 0,77,F5,29.0,29.998958,0.998958,49,0,False,0.0,15
Program 0,75,D#5,30.0,30.748958,0.748958,49,0,False,0.0,16
Program 0,73,C#5,30.75,30.873958,0.123958,49,0,False,0.0,16
Program 0,72,C5,30.875,30.998958,0.123958,49,0,False,0.0,16
Program 0,77,F5,31.0,31.748958,0.748958,49,0,False,0.0,16
Program 0,77,F5,31.75,31.998958,0.248958,49,0,False,0.0,16
Program 0,70,A#4,32.0,32.748958,0.748958,49,0,False,0.0,17
Program 0,72,C5,32.75,32.998958,0.248958,49,0,False,0.0,17
Program 0,73,C#5,33.0,33.998958,0.998958,49,0,False,0.0,17
Program 0,77,F5,34.0,34.498958,0.498958,49,0,False,0.0,18
Program 0,82,A#5,34.5,34.998958,0.498958,49,0,False,0.0,18
Program 0,80,G#5,35.0,35.498958,0.498958,49,0,False,0.0,18
Program 0,78,F#5,35.5,35.998958,0.498958,49,0,False,0.0,18
Program 0,77,F5,36.0,36.748958,0.748958,49,0,False,0.0,19
Program 0,73,C#5,36.75,36.873958,0.123958,49,0,False,0.0,19
Program 0,75,D#5,36.875,36.998958,0.123958,51,0,False,0.0,19
Program 0,77,F5,37.0,37.998958,0.998958,54,0,False,0.0,19
Program 0,80,G#5,38.0,38.748958,0.748958,78,0,False,0.0,20
Program 0,77,F5,38.75,38.873958,0.123958,96,0,False,0.0,20
Program 0,73,C#5,38.875,38.998958,0.123958,96,0,False,0.0,20
Program 0,80,G#5,39.0,39.748958,0.748958,96,0,False,0.0,20
Program 0,78,F#5,39.75,39.873958,0.123958,96,0,False,0.0,20
Program 0,75,D#5,39.875,39.998958,0.123958,96,0,False,0.0,20
Program 0,73,C#5,40.0,40.748958,0.748958,96,0,False,0.0,21
Program 0,75,D#5,40.75,40.998958,0.248958,96,0,False,0.0,21
Program 0,77,F5,41.0,41.998958,0.998958,96,0,False,0.0,21
Program 0,77,F5,42.0,42.498958,0.498958,96,0,False,0.0,22
Program 0,82,A#5,42.5,42.998958,0.498958,96,0,False,0.0,22
Program 0,80,G#5,43.0,43.498958,0.498958,96,0,False,0.0,22
Program 0,77,F5,43.5,43.998958,0.498958,96,0,False,0.0,22
Program 0,73,C#5,44.0,44.498958,0.498958,96,0,False,0.0,23
Program 0,80,G#5,44.5,44.998958,0.498958,96,0,False,0.0,23
Program 0,78,F#5,45.0,45.998958,0.998958,96,0,False,0.0,23
Program 0,77,F5,46.0,46.498958,0.498958,96,0,False,0.0,24
Program 0,83,B5,46.5,46.998958,0.498958,96,0,False,0.0,24
Program 0,82,A#5,47.0,47.748958,0.748958,96,0,False,0.0,24
Program 0,77,F5,47.75,47.998958,0.248958,96,0,False,0.0,24
Program 0,80,G#5,48.0,48.998958,0.998958,96,0,False,0.0,25
Program 0,78,F#5,49.0,49.998958,0.998958,96,0,False,0.0,25
Program 0,77,F5,50.0,50.498958,0.498958,96,0,False,0.0,26
Program 0,82,A#5,50.5,50.998958,0.498958,96,0,False,0.0,26
Program 0,80,G#5,51.0,51.498958,0.498958,96,0,False,0.0,26
Program 0,78,F#5,51.5,51.998958,0.498958,96,0,False,0.0,26
Program 0,77,F5,52.0,52.748958,0.748958,96,0,False,0.0,27
Program 0,75,D#5,52.75,52.998958,0.248958,96,0,False,0.0,27
Program 0,73,C#5,53.0,53.998958,0.998958,96,0,False,0.0,27
Program 0,72,C5,54.0,54.748958,0.748958,96,0,False,0.0,28
Program 0,73,C#5,54.75,54.873958,0.123958,96,0,False,0.0,28
Program 0,75,D#5,54.875,54.998958,0.123958,96,0,False,0.0,28
Program 0,73,C#5,55.0,55.498958,0.498958,96,0,False,0.0,28
Program 0,70,A#4,55.5,55.998958,0.498958,96,0,False,0.0,28
Program 0,77,F5,56.0,56.998958,0.998958,127,0,False,0.0,29
Program 0,70,A#4,57.0,57.998958,0.998958,96,0,False,0.0,29
Program 0,77,F5,58.0,58.498958,0.498958,96,0,False,0.0,30
Program 0,82,A#5,58.5,58.998958,0.498958,96,0,False,0.0,30
Program 0,80,G#5,59.0,59.498958,0.498958,96,0,False,0.0,30
Program 0,78,F#5,59.5,59.998958,0.498958,96,0,False,0.0,30
Program 0,77,F5,60.0,60.748958,0.748958,96,0,False,0.0,31
Program 0,75,D#5,60.75,60.998958,0.248958,96,0,False,0.0,31
Program 0,73,C#5,61.0,61.998958,0.998958,96,0,False,0.0,31
Program 0,72,C5,62.0,62.373958,0.373958,96,0,False,0.0,32
Program 0,72,C5,62.375,62.498958,0.123958,96,0,False,0.0,32
Program 0,75,D#5,62.5,62.748958,0.248958,96,0,False,0.0,32
Program 0,78,F#5,62.75,62.998958,0.248958,96,0,False,0.0,32
Program 0,77,F5,63.0,65.998958,2.998958,96,0,False,0.0,32
Program 0,76,E5,66.0,66.123958,0.123958,96,0,False,0.0,33
Program 0,77,F5,66.125,66.248958,0.123958,96,0,False,0.0,33
Program 0,80,G#5,66.25,66.311458,0.061458,96,0,False,0.0,33
Program 0,78,F#5,66.3125,66.373958,0.061458,96,0,False,0.0,33
Program 0,75,D#5,66.375,66.436458,0.061458,96,0,False,0.0,33
Program 0,72,C5,66.4375,66.498958,0.061458,96,0,False,0.0,33
Program 0,68,G#4,66.5,66.561458,0.061458,96,0,False,0.0,33
Program 0,66,F#4,66.5625,66.623958,0.061458,96,0,False,0.0,33
Program 0,63,D#4,66.625,66.686458,0.061458,96,0,False,0.0,33
Program 0,60,C4,66.6875,66.748958,0.061458,96,0,False,0.0,33
Program 0,63,D#4,66.75,66.811458,0.061458,96,0,False,0.0,33
Program 0,66,F#4,66.8125,66.873958,0.061458,96,0,False,0.0,33
Program 0,68,G#4,66.875,66.936458,0.061458,96,0,False,0.0,33
Program 0,72,C5,66.9375,66.998958,0.061458,96,0,False,0.0,33
Program 0,75,D#5,67.0,67.061458,0.061458,96,0,False,0.0,33
Program 0,78,F#5,67.0625,67.123958,0.061458,96,0,False,0.0,33
Program 0,80,G#5,67.125,67.186458,0.061458,96,0,False,0.0,33
Program 0,84,C6,67.1875,67.248958,0.061458,96,0,False,0.0,33
Program 0,87,D#6,67.25,67.311458,0.061458,96,0,False,0.0,33
Program 0,90,F#6,67.3125,67.373958,0.061458,96,0,False,0.0,33
Program 0,92,G#6,67.375,67.436458,0.061458,96,0,False,0.0,33
Program 0,90,F#6,67.4375,67.498958,0.061458,96,0,False,0.0,33
Program 0,87,D#6,67.5,67.561458,0.061458,96,0,False,0.0,33
Program 0,84,C6,67.5625,67.623958,0.061458,96,0,False,0.0,33
Program 0,80,G#5,67.625,67.686458,0.061458,96,0,False,0.0,33
Program 0,78,F#5,67.6875,67.748958,0.061458,96,0,False,0.0,33
Program 0,75,D#5,67.75,67.811458,0.061458,96,0,False,0.0,33
Program 0,72,C5,67.8125,67.873958,0.061458,96,0,False,0.0,33
Program 0,75,D#5,67.875,67.936458,0.061458,96,0,False,0.0,33
Program 0,78,F#5,67.9375,67.998958,0.061458,96,0,False,0.0,33
Program 0,80,G#5,68.0,68.061458,0.061458,96,0,False,0.0,33
Program 0,84,C6,68.0625,68.123958,0.061458,96,0,False,0.0,33
Program 0,87,D#6,68.125,68.186458,0.061458,96,0,False,0.0,33
Program 0,90,F#6,68.1875,68.248958,0.061458,96,0,False,0.0,33
Program 0,92,G#6,68.25,68.311458,0.061458,49,0,False,0.0,33
Program 0,90,F#6,68.3125,68.373958,0.061458,49,0,False,0.0,33
Program 0,87,D#6,68.375,68.436458,0.061458,49,0,False,0.0,33
Program 0,84,C6,68.4375,68.498958,0.061458,49,0,False,0.0,33
Program 0,80,G#5,68.5,68.561458,0.061458,49,0,False,0.0,33
Program 0,78,F#5,68.5625,68.623958,0.061458,49,0,False,0.0,33
Program 0,75,D#5,68.625,68.686458,0.061458,49,0,False,0.0,33
Program 0,72,C5,68.6875,68.748958,0.061458,49,0,False,0.0,33
Program 0,75,D#5,68.75,68.811458,0.061458,49,0,False,0.0,33
Program 0,78,F#5,68.8125,68.873958,0.061458,49,0,False,0.0,33
Program 0,80,G#5,68.875,68.936458,0.061458,49,0,False,0.0,33
Program 0,84,C6,68.9375,68.998958,0.061458,49,0,False,0.0,33
Program 0,87,D#6,69.0,69.061458,0.061458,49,0,False,0.0,33
Program 0,90,F#6,69.0625,69.123958,0.061458,49,0,False,0.0,33
Program 0,92,G#6,69.125,69.186458,0.061458,33,0,False,0.0,34
Program 0,90,F#6,69.1875,69.248958,0.061458,33,0,False,0.0,34
Program 0,87,D#6,69.25,69.311458,0.061458,33,0,False,0.0,34
Program 0,84,C6,69.3125,69.373958,0.061458,33,0,False,0.0,34
Program 0,80,G#5,69.375,69.436458,0.061458,33,0,False,0.0,34
Program 0,78,F#5,69.4375,69.498958,0.061458,33,0,False,0.0,34
Program 0,75,D#5,69.5,69.561458,0.061458,33,0,False,0.0,34
Program 0,72,C5,69.5625,69.623958,0.061458,33,0,False,0.0,34
Program 0,75,D#5,69.625,69.686458,0.061458,33,0,False,0.0,34
Program 0,78,F#5,69.6875,69.748958,0.061458,33,0,False,0.0,34
Program 0,80,G#5,69.75,69.811458,0.061458,33,0,False,0.0,34
Program 0,84,C6,69.8125,69.873958,0.061458,33,0,False,0.0,34
Program 0,87,D#6,69.875,69.936458,0.061458,33,0,False,0.0,34
Program 0,90,F#6,69.9375,69.998958,0.061458,33,0,False,0.0,34
Program 0,92,G#6,70.0,70.061458,0.061458,33,0,False,0.0,34
Program 0,96,C7,70.0625,70.123958,0.061458,33,0,False,0.0,34
Program 0,99,D#7,70.125,70.165625,0.040625,33,0,False,0.0,34
Program 0,97,C#7,70.166667,70.207292,0.040625,43,0,False,0.0,34
Program 0,96,C7,70.208333,70.248958,0.040625,54,0,False,0.0,34
Program 0,95,B6,70.25,70.290625,0.040625,64,0,False,0.0,34
Program 0,94,A#6,70.291667,70.332292,0.040625,75,0,False,0.0,34
Program 0,93,A6,70.333333,70.373958,0.040625,85,0,False,0.0,34
Program 0,96,C7,70.375,70.436458,0.061458,96,0,False,0.0,34
Program 0,94,A#6,70.4375,70.498958,0.061458,96,0,False,0.0,34
Program 0,93,A6,70.5,70.561458,0.061458,96,0,False,0.0,34
Program 0,90,F#6,70.5625,70.623958,0.061458,96,0,False,0.0,34
Program 0,89,F6,70.625,70.686458,0.061458,96,0,False,0.0,34
Program 0,87,D#6,70.6875,70.748958,0.061458,96,0,False,0.0,34
Program 0,85,C#6,70.75,70.811458,0.061458,96,0,False,0.0,34
Program 0,84,C6,70.8125,70.873958,0.061458,96,0,False,0.0,34
Program 0,82,A#5,70.875,70.936458,0.061458,96,0,False,0.0,34
Program 0,81,A5,70.9375,70.998958,0.061458,96,0,False,0.0,34
Program 0,78,F#5,71.0,71.061458,0.061458,96,0,False,0.0,34
Program 0,77,F5,71.0625,71.123958,0.061458,96,0,False,0.0,34
Program 0,75,D#5,71.125,71.186458,0.061458,96,0,False,0.0,34
Program 0,73,C#5,71.1875,71.248958,0.061458,96,0,False,0.0,34
Program 0,72,C5,71.25,71.311458,0.061458,96,0,False,0.0,34
Program 0,70,A#4,71.3125,71.373958,0.061458,96,0,False,0.0,34
Program 0,69,A4,71.375,71.436458,0.061458,96,0,False,0.0,34
Program 0,66,F#4,71.4375,71.498958,0.061458,96,0,False,0.0,34
Program 0,65,F4,71.5,71.561458,0.061458,96,0,False,0.0,34
Program 0,63,D#4,71.5625,71.623958,0.061458,96,0,False,0.0,34
Program 0,61,C#4,71.625,71.686458,0.061458,96,0,False,0.0,34
Program 0,60,C4,71.6875,71.748958,0.061458,96,0,False,0.0,34
Program 0,58,A#3,71.75,71.811458,0.061458,96,0,False,0.0,34
Program 0,57,A3,71.8125,71.873958,0.061458,96,0,False,0.0,34
Program 0,54,F#3,71.875,71.936458,0.061458,96,0,False,0.0,34
Program 0,53,F3,71.9375,71.998958,0.061458,96,0,False,0.0,34
Program 0,51,D#3,72.0,72.061458,0.061458,96,0,False,0.0,34
Program 0,49,C#3,72.0625,72.123958,0.061458,96,0,False,0.0,34
Program 0,48,C3,72.125,72.186458,0.061458,96,0,False,0.0,34
Program 0,46,A#2,72.1875,72.248958,0.061458,96,0,False,0.0,34
Program 0,45,A2,72.25,72.311458,0.061458,96,0,False,0.0,34
Program 0,42,F#2,72.3125,72.373958,0.061458,96,0,False,0.0,34
Program 0,46,A#2,72.666667,72.707292,0.040625,96,0,False,0.0,35
Program 0,49,C#3,72.75,72.790625,0.040625,96,0,False,0.0,35
Program 0,54,F#3,72.833333,72.873958,0.040625,96,0,False,0.0,35
Program 0,58,A#3,72.916667,72.957292,0.040625,96,0,False,0.0,35
Program 0,61,C#4,73.0,73.040625,0.040625,96,0,False,0.0,35
Program 0,66,F#4,73.083333,73.123958,0.040625,96,0,False,0.0,35
Program 0,70,A#4,73.166667,73.207292,0.040625,96,0,False,0.0,35
Program 0,73,C#5,73.25,73.290625,0.040625,96,0,False,0.0,35
Program 0,78,F#5,73.333333,73.373958,0.040625,96,0,False,0.0,35
Program 0,82,A#5,73.416667,73.457292,0.040625,96,0,False,0.0,35
Program 0,85,C#6,73.5,73.540625,0.040625,96,0,False,0.0,35
Program 0,90,F#6,73.583333,73.623958,0.040625,96,0,False,0.0,35
Program 0,94,A#6,73.666667,73.707292,0.040625,96,0,False,0.0,35
Program 0,97,C#7,73.75,73.790625,0.040625,96,0,False,0.0,35
Program 0,102,F#7,73.833333,73.873958,0.040625,96,0,False,0.0,35
Program 0,99,D#7,74.0,74.123958,0.123958,96,0,False,0.0,35
Program 0,96,C7,74.125,74.248958,0.123958,75,0,False,0.0,35
Program 0,93,A6,74.25,74.373958,0.123958,54,0,False,0.0,35
Program 0,89,F6,74.375,74.457292,0.082292,33,0,False,0.0,35
Program 0,87,D#6,74.541667,74.623958,0.082292,33,0,False,0.0,35
Program 0,84,C6,74.708333,74.790625,0.082292,33,0,False,0.0,35
Program 0,81,A5,74.875,74.957292,0.082292,33,0,False,0.0,35
Program 0,78,F#5,75.041667,75.123958,0.082292,33,0,False,0.0,35
Program 0,77,F5,75.208333,75.290625,0.082292,33,0,False,0.0,35
Program 0,76,E5,75.375,76.123958,0.748958,33,0,False,0.0,35
Program 0,78,F#5,76.125,76.373958,0.248958,33,0,False,0.0,35
Program 0,73,C#5,76.375,76.498958,0.123958,33,0,False,0.0,36
Program 0,77,F5,76.375,76.623958,0.248958,33,0,False,0.0,36
Program 0,65,F4,76.5,76.623958,0.123958,33,0,False,0.0,36
Program 0,70,A#4,76.625,76.748958,0.123958,33,0,False,0.0,36
Program 0,77,F5,76.625,76.748958,0.123958,33,0,False,0.0,36
Program 0,73,C#5,76.75,76.873958,0.123958,33,0,False,0.0,36
Program 0,82,A#5,76.875,77.123958,0.248958,33,0,False,0.0,36
Program 0,85,C#6,77.0,77.123958,0.123958,33,0,False,0.0,36
Program 0,94,A#6,77.0,77.123958,0.123958,33,0,False,0.0,36
Program 0,89,F6,77.125,77.248958,0.123958,33,0,False,0.0,36
Program 0,82,A#5,77.25,77.373958,0.123958,33,0,False,0.0,36
Program 0,75,D#5,77.375,77.498958,0.123958,33,0,False,0.0,36
Program 0,80,G#5,77.375,77.623958,0.248958,33,0,False,0.0,36
Program 0,68,G#4,77.5,77.623958,0.123958,33,0,False,0.0,36
Program 0,70,A#4,77.625,77.748958,0.123958,33,0,False,0.0,36
Program 0,80,G#5,77.625,77.748958,0.123958,33,0,False,0.0,36
Program 0,75,D#5,77.75,77.873958,0.123958,33,0,False,0.0,36
Program 0,78,F#5,77.875,78.123958,0.248958,33,0,False,0.0,36
Program 0,82,A#5,78.0,78.123958,0.123958,33,0,False,0.0,36
Program 0,90,F#6,78.0,78.123958,0.123958,33,0,False,0.0,36
Program 0,87,D#6,78.125,78.248958,0.123958,33,0,False,0.0,36
Program 0,78,F#5,78.25,78.373958,0.123958,33,0,False,0.0,36
Program 0,73,C#5,78.375,78.498958,0.123958,33,0,False,0.0,37
Program 0,77,F5,78.375,78.623958,0.248958,33,0,False,0.0,37
Program 0,65,F4,78.5,78.623958,0.123958,33,0,False,0.0,37
Program 0,70,A#4,78.625,78.748958,0.123958,33,0,False,0.0,37
Program 0,77,F5,78.625,78.748958,0.123958,33,0,False,0.0,37
Program 0,73,C#5,78.75,78.873958,0.123958,33,0,False,0.0,37
Program 0,77,F5,78.875,78.998958,0.123958,33,0,False,0.0,37
Program 0,82,A#5,79.0,79.123958,0.123958,33,0,False,0.0,37
Program 0,89,F6,79.125,79.248958,0.123958,33,0,False,0.0,37
Program 0,85,C#6,79.25,79.373958,0.123958,33,0,False,0.0,37
Program 0,84,C6,79.375,79.498958,0.123958,33,0,False,0.0,37
Program 0,82,A#5,79.5,79.623958,0.123958,33,0,False,0.0,37
Program 0,77,F5,79.625,79.748958,0.123958,33,0,False,0.0,37
Program 0,73,C#5,79.75,79.873958,0.123958,33,0,False,0.0,37
Program 0,72,C5,79.875,79.998958,0.123958,33,0,False,0.0,37
Program 0,70,A#4,80.0,80.123958,0.123958,33,0,False,0.0,37
Program 0,65,F4,80.125,80.248958,0.123958,33,0,False,0.0,37
Program 0,77,F5,80.25,80.373958,0.123958,33,0,False,0.0,37
Program 0,66,F#4,80.4375,80.498958,0.061458,33,0,False,0.0,38
Program 0,68,G#4,80.5,80.561458,0.061458,33,0,False,0.0,38
Program 0,75,D#5,80.375,80.623958,0.248958,33,0,False,0.0,38
Program 0,70,A#4,80.5625,80.623958,0.061458,33,0,False,0.0,38
Program 0,72,C5,80.625,80.686458,0.061458,33,0,False,0.0,38
Program 0,73,C#5,80.6875,80.748958,0.061458,33,0,False,0.0,38
Program 0,75,D#5,80.75,80.811458,0.061458,33,0,False,0.0,38
Program 0,77,F5,80.8125,80.873958,0.061458,33,0,False,0.0,38
Program 0,78,F#5,80.875,80.936458,0.061458,33,0,False,0.0,38
Program 0,80,G#5,80.9375,80.998958,0.061458,33,0,False,0.0,38
Program 0,82,A#5,81.0,81.061458,0.061458,33,0,False,0.0,38
Program 0,84,C6,81.0625,81.123958,0.061458,33,0,False,0.0,38
Program 0,85,C#6,81.125,81.186458,0.061458,33,0,False,0.0,38
Program 0,87,D#6,81.1875,81.248958,0.061458,33,0,False,0.0,38
Program 0,89,F6,81.25,81.311458,0.061458,33,0,False,0.0,38
Program 0,90,F#6,81.3125,81.373958,0.061458,33,0,False,0.0,38
Program 0,93,A6,81.375,81.436458,0.061458,33,0,False,0.0,38
Program 0,94,A#6,81.4375,81.498958,0.061458,33,0,False,0.0,38
Program 0,96,C7,81.5,81.561458,0.061458,33,0,False,0.0,38
Program 0,97,C#7,81.5625,81.623958,0.061458,33,0,False,0.0,38
Program 0,99,D#7,81.625,81.686458,0.061458,33,0,False,0.0,38
Program 0,101,F7,81.6875,81.748958,0.061458,33,0,False,0.0,38
Program 0,99,D#7,81.75,81.811458,0.061458,33,0,False,0.0,38
Program 0,97,C#7,81.8125,81.873958,0.061458,33,0,False,0.0,38
Program 0,96,C7,81.875,81.936458,0.061458,33,0,False,0.0,38
Program 0,94,A#6,81.9375,81.998958,0.061458,33,0,False,0.0,38
Program 0,93,A6,82.0,82.061458,0.061458,33,0,False,0.0,38
Program 0,90,F#6,82.0625,82.123958,0.061458,33,0,False,0.0,38
Program 0,89,F6,82.125,82.186458,0.061458,33,0,False,0.0,38
Program 0,87,D#6,82.1875,82.248958,0.061458,33,0,False,0.0,38
Program 0,85,C#6,82.25,82.311458,0.061458,33,0,False,0.0,38
Program 0,84,C6,82.3125,82.373958,0.061458,33,0,False,0.0,38
Program 0,82,A#5,82.375,82.436458,0.061458,33,0,False,0.0,39
Program 0,84,C6,82.4375,82.498958,0.061458,33,0,False,0.0,39
Program 0,85,C#6,82.5,82.561458,0.061458,33,0,False,0.0,39
Program 0,87,D#6,82.5625,82.623958,0.061458,33,0,False,0.0,39
Program 0,89,F6,82.625,82.686458,0.061458,33,0,False,0.0,39
Program 0,91,G6,82.6875,82.748958,0.061458,33,0,False,0.0,39
Program 0,93,A6,82.75,82.811458,0.061458,33,0,False,0.0,39
Program 0,94,A#6,82.8125,82.873958,0.061458,33,0,False,0.0,39
Program 0,96,C7,82.875,82.936458,0.061458,33,0,False,0.0,39
Program 0,97,C#7,82.9375,82.998958,0.061458,33,0,False,0.0,39
Program 0,101,F7,83.0,83.061458,0.061458,33,0,False,0.0,39
Program 0,93,A6,83.0625,83.123958,0.061458,33,0,False,0.0,39
Program 0,94,A#6,83.125,83.186458,0.061458,33,0,False,0.0,39
Program 0,97,C#7,83.1875,83.248958,0.061458,33,0,False,0.0,39
Program 0,88,E6,83.25,83.311458,0.061458,33,0,False,0.0,39
Program 0,93,A6,83.3125,83.373958,0.061458,33,0,False,0.0,39
Program 0,89,F6,83.375,83.436458,0.061458,33,0,False,0.0,39
