part,measure,voice,offsetInMeasure,name,pitch,noteType,durationType,isChord,scoreOffset,startTimeSec,durationSec,isTrill,isGrace
Midi_1,3,,-2.167,A4,69,normal,16th,False,2.333,1.166667,0.083333,False,False
Midi_1,3,,-2.0,G4,67,normal,eighth,False,2.5,1.25,0.25,False,False
Midi_1,3,,-1.0,D4,62,normal,16th,False,3.5,1.75,0.083333,False,False
Midi_1,3,,-0.833,B3,59,normal,16th,False,3.667,1.833333,0.083333,False,False
Midi_1,3,,-0.667,G3,55,normal,16th,False,3.833,1.916667,0.083333,False,False
Midi_1,4,,-8.5,G4,67,normal,eighth,False,0.0,0.0,0.25,False,False
Midi_1,4,,-8.0,G4,67,normal,eighth,False,0.5,0.25,0.25,False,False
Midi_1,4,,-7.5,G4,67,normal,eighth,False,1.0,0.5,0.25,False,False
Midi_1,4,,-7.0,G4,67,normal,eighth,False,1.5,0.75,0.25,False,False
Midi_1,4,,-6.5,F#4,66,normal,32nd,False,2.0,1.0,0.0625,False,False
Midi_1,4,,-6.375,E4,64,normal,32nd,False,2.125,1.0625,0.0625,False,False
Midi_1,4,,-6.25,F#4,66,normal,32nd,False,2.25,1.125,0.0625,False,False
Midi_1,4,,-6.125,G4,67,normal,32nd,False,2.375,1.1875,0.0625,False,False
Midi_1,4,,-6.0,A4,69,normal,32nd,False,2.5,1.25,0.0625,False,False
Midi_1,4,,-5.875,G4,67,normal,32nd,False,2.625,1.3125,0.0625,False,False
Midi_1,4,,-5.75,A4,69,normal,32nd,False,2.75,1.375,0.0625,False,False
Midi_1,4,,-5.625,B4,71,normal,32nd,False,2.875,1.4375,0.0625,False,False
Midi_1,4,,-5.5,C5,72,normal,quarter,False,3.0,1.5,0.5,False,False
Midi_1,5,,-12.5,B4,71,normal,16th,False,0.0,0.0,0.083333,False,False
Midi_1,5,,-12.333,A4,69,normal,16th,False,0.167,0.083333,0.083333,False,False
Midi_1,5,,-12.167,G4,67,normal,16th,False,0.333,0.166667,0.083333,False,False
Midi_1,5,,-12.0,D5,74,normal,16th,False,0.5,0.25,0.083333,False,False
Midi_1,5,,-11.833,C5,72,normal,16th,False,0.667,0.333333,0.083333,False,False
Midi_1,5,,-11.667,B4,71,normal,16th,False,0.833,0.416667,0.083333,False,False
Midi_1,5,,-11.5,G5,79,normal,16th,False,1.0,0.5,0.083333,False,False
Midi_1,5,,-11.333,F#5,78,normal,16th,False,1.167,0.583333,0.083333,False,False
Midi_1,5,,-11.167,E5,76,normal,16th,False,1.333,0.666667,0.083333,False,False
Midi_1,5,,-11.0,D5,74,normal,16th,False,1.5,0.75,0.083333,False,False
Midi_1,5,,-10.833,C5,72,normal,16th,False,1.667,0.833333,0.083333,False,False
Midi_1,5,,-10.667,B4,71,normal,16th,False,1.833,0.916667,0.083333,False,False
Midi_1,5,,-10.5,B4,71,normal,eighth,False,2.0,1.0,0.25,False,False
Midi_1,5,,-10.0,A4,69,normal,eighth,False,2.5,1.25,0.25,False,False
Midi_1,5,,-9.0,F#5,78,normal,16th,True,3.5,1.75,0.1875,False,False
Midi_1,5,,-9.0,A5,81,normal,16th,True,3.5,1.75,0.1875,False,False
Midi_1,5,,-8.625,F#5,78,normal,32nd,True,3.875,1.9375,0.0625,False,False
Midi_1,5,,-8.625,A5,81,normal,32nd,True,3.875,1.9375,0.0625,False,False
Midi_1,6,,-16.5,F#5,78,normal,16th,True,0.0,0.0,0.1875,False,False
Midi_1,6,,-16.5,A5,81,normal,16th,True,0.0,0.0,0.1875,False,False
Midi_1,6,,-16.125,E5,76,normal,32nd,True,0.375,0.1875,0.0625,False,False
Midi_1,6,,-16.125,G5,79,normal,32nd,True,0.375,0.1875,0.0625,False,False
Midi_1,6,,-16.0,D5,74,normal,16th,True,0.5,0.25,0.1875,False,False
Midi_1,6,,-16.0,F#5,78,normal,16th,True,0.5,0.25,0.1875,False,False
Midi_1,6,,-15.625,F#5,78,normal,32nd,False,0.875,0.4375,0.0625,False,False
Midi_1,6,,-15.5,F#5,78,normal,16th,False,1.0,0.5,0.1875,False,False
Midi_1,6,,-15.125,E5,76,normal,32nd,False,1.375,0.6875,0.0625,False,False
Midi_1,6,,-15.0,D5,74,normal,16th,False,1.5,0.75,0.1875,False,False
Midi_1,6,,-14.625,F#5,78,normal,32nd,True,1.875,0.9375,0.0625,False,False
Midi_1,6,,-14.625,A5,81,normal,32nd,True,1.875,0.9375,0.0625,False,False
Midi_1,6,,-14.5,F#5,78,normal,16th,True,2.0,1.0,0.1875,False,False
Midi_1,6,,-14.5,A5,81,normal,16th,True,2.0,1.0,0.1875,False,False
Midi_1,6,,-14.125,E5,76,normal,32nd,True,2.375,1.1875,0.0625,False,False
Midi_1,6,,-14.125,G5,79,normal,32nd,True,2.375,1.1875,0.0625,False,False
Midi_1,6,,-14.0,D5,74,normal,16th,True,2.5,1.25,0.1875,False,False
Midi_1,6,,-14.0,F#5,78,normal,16th,True,2.5,1.25,0.1875,False,False
Midi_1,6,,-13.625,F#5,78,normal,32nd,False,2.875,1.4375,0.0625,False,False
Midi_1,6,,-13.5,F#5,78,normal,16th,False,3.0,1.5,0.1875,False,False
Midi_1,6,,-13.125,E5,76,normal,32nd,False,3.375,1.6875,0.0625,False,False
Midi_1,6,,-13.0,D5,74,normal,16th,False,3.5,1.75,0.1875,False,False
Midi_1,6,,-12.625,D5,74,normal,32nd,False,3.875,1.9375,0.0625,False,False
Midi_1,7,,-20.5,D#5,75,normal,16th,False,0.0,0.0,0.125,False,False
Midi_1,7,,-20.25,E5,76,normal,16th,False,0.25,0.125,0.125,False,False
Midi_1,7,,-20.0,E5,76,normal,16th,False,0.5,0.25,0.125,False,False
Midi_1,7,,-19.75,E5,76,normal,16th,False,0.75,0.375,0.125,False,False
Midi_1,7,,-19.5,E5,76,normal,quarter,False,1.0,0.5,0.5,False,False
Midi_1,7,,-18.5,C#4,61,grace,16th,False,2.0,1.0,0.0625,False,True
Midi_1,7,,-18.5,E4,64,grace,16th,False,2.0,1.0,0.0625,False,True
Midi_1,7,,-18.5,G4,67,grace,16th,False,2.0,1.0,0.0625,False,True
Midi_1,7,,-18.5,A4,69,grace,16th,False,2.0,1.0,0.0625,False,True
Midi_1,7,,-18.5,C#5,73,grace,16th,False,2.0,1.0,0.0625,False,True
Midi_1,7,,-18.5,E5,76,grace,16th,False,2.0,1.0,0.0625,False,True
Midi_1,7,,-18.5,G5,79,normal,quarter,False,2.0,1.0,0.5,False,False
Midi_1,7,,-17.5,G5,79,normal,32nd,False,3.0,1.5,0.0625,False,False
Midi_1,7,,-17.375,F#5,78,normal,32nd,False,3.125,1.5625,0.0625,False,False
Midi_1,7,,-17.25,E5,76,normal,32nd,False,3.25,1.625,0.0625,False,False
Midi_1,7,,-17.125,D5,74,normal,32nd,False,3.375,1.6875,0.0625,False,False
Midi_1,7,,-17.0,C#5,73,normal,32nd,False,3.5,1.75,0.0625,False,False
Midi_1,7,,-16.875,B4,71,normal,32nd,False,3.625,1.8125,0.0625,False,False
Midi_1,7,,-16.75,A4,69,normal,32nd,False,3.75,1.875,0.0625,False,False
Midi_1,7,,-16.625,G4,67,normal,32nd,False,3.875,1.9375,0.0625,False,False
Midi_1,8,,-24.5,F#4,66,normal,32nd,False,0.0,0.0,0.0625,False,False
Midi_1,8,,-24.375,A4,69,normal,32nd,False,0.125,0.0625,0.0625,False,False
Midi_1,8,,-24.25,B4,71,normal,32nd,False,0.25,0.125,0.0625,False,False
Midi_1,8,,-24.125,C#5,73,normal,32nd,False,0.375,0.1875,0.0625,False,False
Midi_1,8,,-24.0,D5,74,normal,32nd,False,0.5,0.25,0.0625,False,False
Midi_1,8,,-23.875,E5,76,normal,32nd,False,0.625,0.3125,0.0625,False,False
Midi_1,8,,-23.75,F#5,78,normal,32nd,False,0.75,0.375,0.0625,False,False
Midi_1,8,,-23.625,G5,79,normal,32nd,False,0.875,0.4375,0.0625,False,False
Midi_1,8,,-23.5,A5,81,normal,quarter,False,1.0,0.5,0.5,False,False
Midi_1,8,,-22.5,A5,81,normal,16th,False,2.0,1.0,0.1875,False,False
Midi_1,8,,-22.125,A#5,82,normal,32nd,False,2.375,1.1875,0.0625,False,False
Midi_1,8,,-22.0,B5,83,normal,16th,False,2.5,1.25,0.1875,False,False
Midi_1,8,,-21.625,C#6,85,normal,32nd,False,2.875,1.4375,0.0625,False,False
Midi_1,8,,-21.5,D6,86,normal,16th,False,3.0,1.5,0.1875,False,False
Midi_1,8,,-21.125,D5,74,normal,32nd,False,3.375,1.6875,0.0625,False,False
Midi_1,8,,-21.0,F#5,78,normal,16th,False,3.5,1.75,0.1875,False,False
Midi_1,8,,-20.625,A5,81,normal,32nd,False,3.875,1.9375,0.0625,False,False
Midi_1,9,,-28.5,G5,79,normal,32nd,False,0.0,0.0,0.0625,False,False
Midi_1,9,,-28.375,F#5,78,normal,32nd,False,0.125,0.0625,0.0625,False,False
Midi_1,9,,-28.25,E5,76,normal,32nd,False,0.25,0.125,0.0625,False,False
Midi_1,9,,-28.125,F#5,78,normal,32nd,False,0.375,0.1875,0.0625,False,False
Midi_1,9,,-28.0,E5,76,normal,eighth,False,0.5,0.25,0.25,False,False
Midi_1,9,,-27.5,A5,81,normal,eighth,False,1.0,0.5,0.375,False,False
Midi_1,9,,-26.75,A4,69,normal,16th,False,1.75,0.875,0.125,False,False
Midi_1,9,,-26.5,G#4,68,normal,32nd,False,2.0,1.0,0.0625,False,False
Midi_1,9,,-26.375,F#4,66,normal,32nd,False,2.125,1.0625,0.0625,False,False
Midi_1,9,,-26.25,G#4,68,normal,32nd,False,2.25,1.125,0.0625,False,False
Midi_1,9,,-26.125,A4,69,normal,32nd,False,2.375,1.1875,0.0625,False,False
Midi_1,9,,-26.0,B4,71,normal,32nd,False,2.5,1.25,0.0625,False,False
Midi_1,9,,-25.875,A4,69,normal,32nd,False,2.625,1.3125,0.0625,False,False
Midi_1,9,,-25.75,B4,71,normal,32nd,False,2.75,1.375,0.0625,False,False
Midi_1,9,,-25.625,C#5,73,normal,32nd,False,2.875,1.4375,0.0625,False,False
Midi_1,9,,-25.5,D5,74,normal,eighth,False,3.0,1.5,0.375,False,False
Midi_1,9,,-24.75,D4,62,normal,16th,False,3.75,1.875,0.125,False,False
Midi_1,10,,-32.5,C#4,61,normal,32nd,False,0.0,0.0,0.0625,False,False
Midi_1,10,,-32.375,B3,59,normal,32nd,False,0.125,0.0625,0.0625,False,False
Midi_1,10,,-32.25,C#4,61,normal,32nd,False,0.25,0.125,0.0625,False,False
Midi_1,10,,-32.125,D4,62,normal,32nd,False,0.375,0.1875,0.0625,False,False
Midi_1,10,,-32.0,E4,64,normal,32nd,False,0.5,0.25,0.0625,False,False
Midi_1,10,,-31.875,D4,62,normal,32nd,False,0.625,0.3125,0.0625,False,False
Midi_1,10,,-31.75,E4,64,normal,32nd,False,0.75,0.375,0.0625,False,False
Midi_1,10,,-31.625,F#4,66,normal,32nd,False,0.875,0.4375,0.0625,False,False
Midi_1,10,,-31.5,G4,67,normal,eighth,False,1.0,0.5,0.375,False,False
Midi_1,10,,-30.75,G3,55,normal,16th,False,1.75,0.875,0.125,False,False
Midi_1,10,,-30.5,F#3,54,normal,16th,False,2.0,1.0,0.125,False,False
Midi_1,10,,-30.25,C4,60,normal,eighth,False,2.25,1.125,0.25,False,False
Midi_1,10,,-29.75,D4,62,normal,16th,False,2.75,1.375,0.125,False,False
Midi_1,10,,-29.5,G3,55,normal,16th,False,3.0,1.5,0.125,False,False
Midi_1,10,,-29.25,C#4,61,normal,eighth,False,3.25,1.625,0.25,False,False
Midi_1,10,,-28.75,D4,62,normal,16th,False,3.75,1.875,0.125,False,False
Midi_1,11,,-36.5,A3,57,normal,16th,False,0.0,0.0,0.125,False,False
Midi_1,11,,-36.25,C#4,61,normal,eighth,False,0.25,0.125,0.25,False,False
Midi_1,11,,-35.75,D4,62,normal,16th,False,0.75,0.375,0.125,False,False
Midi_1,11,,-35.5,B3,59,normal,16th,False,1.0,0.5,0.125,False,False
Midi_1,11,,-35.25,E4,64,normal,32nd,False,1.25,0.625,0.0625,False,False
Midi_1,11,,-35.125,F#4,66,normal,32nd,False,1.375,0.6875,0.0625,False,False
Midi_1,11,,-35.0,G4,67,normal,16th,False,1.5,0.75,0.125,False,False
Midi_1,11,,-34.75,E4,64,normal,16th,False,1.75,0.875,0.125,False,False
Midi_1,11,,-34.5,D4,62,normal,eighth,False,2.0,1.0,0.25,False,False
Midi_1,11,,-34.0,C#4,61,normal,eighth,False,2.5,1.25,0.25,False,False
Midi_1,11,,-33.5,A5,81,normal,quarter,False,3.0,1.5,0.5,True,False
Midi_1,12,,-40.5,G#5,80,normal,quarter,False,0.0,0.0,0.5,True,False
Midi_1,12,,-39.5,G5,79,normal,quarter,False,1.0,0.5,0.5,True,False
Midi_1,12,,-38.5,F#5,78,normal,quarter,False,2.0,1.0,0.5,True,False
Midi_1,12,,-37.5,F5,77,normal,quarter,False,3.0,1.5,0.5,True,False
Midi_1,13,,-44.5,E5,76,normal,eighth,False,0.0,0.0,0.25,False,False
Midi_1,13,,-44.0,A5,81,normal,eighth,False,0.5,0.25,0.25,False,False
Midi_1,13,,-43.5,F5,77,normal,quarter,False,1.0,0.5,0.5,True,False
Midi_1,13,,-42.5,E5,76,normal,eighth,False,2.0,1.0,0.25,False,False
Midi_1,13,,-41.625,D5,74,normal,32nd,False,2.875,1.4375,0.0625,False,False
Midi_1,13,,-41.5,A4,69,normal,eighth,False,3.0,1.5,0.25,False,False
Midi_1,13,,-41.0,B4,71,normal,eighth,False,3.5,1.75,0.25,True,False
Midi_1,14,,-48.5,A4,69,normal,16th,False,0.0,0.0,0.083333,False,False
Midi_1,14,,-48.333,A5,81,normal,16th,False,0.167,0.083333,0.083333,False,False
Midi_1,14,,-48.167,G5,79,normal,16th,False,0.333,0.166667,0.083333,False,False
Midi_1,14,,-48.0,F#5,78,normal,16th,False,0.5,0.25,0.083333,False,False
Midi_1,14,,-47.833,E5,76,normal,16th,False,0.667,0.333333,0.083333,False,False
Midi_1,14,,-47.667,D5,74,normal,16th,False,0.833,0.416667,0.083333,False,False
Midi_1,14,,-47.5,A4,69,normal,eighth,False,1.0,0.5,0.25,False,False
Midi_1,14,,-47.0,B4,71,normal,eighth,False,1.5,0.75,0.25,True,False
Midi_1,14,,-46.5,A4,69,normal,16th,False,2.0,1.0,0.083333,False,False
Midi_1,14,,-46.333,A5,81,normal,16th,False,2.167,1.083333,0.083333,False,False
Midi_1,14,,-46.167,G5,79,normal,16th,False,2.333,1.166667,0.083333,False,False
Midi_1,14,,-46.0,F#5,78,normal,16th,False,2.5,1.25,0.083333,False,False
Midi_1,14,,-45.833,E5,76,normal,16th,False,2.667,1.333333,0.083333,False,False
Midi_1,14,,-45.667,D5,74,normal,16th,False,2.833,1.416667,0.083333,False,False
Midi_1,14,,-45.5,B4,71,normal,16th,False,3.0,1.5,0.083333,False,False
Midi_1,14,,-45.333,B5,83,normal,16th,False,3.167,1.583333,0.083333,False,False
Midi_1,14,,-45.167,A5,81,normal,16th,False,3.333,1.666667,0.083333,False,False
Midi_1,14,,-45.0,G5,79,normal,16th,False,3.5,1.75,0.083333,False,False
Midi_1,14,,-44.833,F#5,78,normal,16th,False,3.667,1.833333,0.083333,False,False
Midi_1,14,,-44.667,E5,76,normal,16th,False,3.833,1.916667,0.083333,False,False
Midi_1,15,,-52.5,F#5,78,normal,16th,False,0.0,0.0,0.083333,False,False
Midi_1,15,,-52.333,G5,79,normal,16th,False,0.167,0.083333,0.083333,False,False
Midi_1,15,,-52.167,A5,81,normal,16th,False,0.333,0.166667,0.083333,False,False
Midi_1,15,,-52.0,D5,74,normal,16th,False,0.5,0.25,0.083333,False,False
Midi_1,15,,-51.833,G5,79,normal,16th,False,0.667,0.333333,0.083333,False,False
Midi_1,15,,-51.667,E5,76,normal,16th,False,0.833,0.416667,0.083333,False,False
Midi_1,15,,-51.5,E5,76,normal,quarter,False,1.0,0.5,0.5,True,False
Midi_1,15,,-50.5,D5,74,normal,quarter,False,2.0,1.0,0.5,False,False
Midi_1,15,,-49.5,A5,81,normal,eighth,False,3.0,1.5,0.375,False,False
Midi_1,15,,-48.75,G5,79,normal,32nd,False,3.75,1.875,0.041667,False,False
Midi_1,15,,-48.667,F5,77,normal,32nd,False,3.833,1.916667,0.041667,False,False
Midi_1,15,,-48.583,E5,76,normal,32nd,False,3.917,1.958333,0.041667,False,False
Midi_1,16,,-56.5,F5,77,normal,eighth,False,0.0,0.0,0.25,True,False
Midi_1,16,,-56.0,E5,76,normal,eighth,False,0.5,0.25,0.25,False,False
Midi_1,16,,-55.5,A5,81,normal,eighth,False,1.0,0.5,0.375,False,False
Midi_1,16,,-54.75,G5,79,normal,32nd,False,1.75,0.875,0.041667,False,False
Midi_1,16,,-54.667,F5,77,normal,32nd,False,1.833,0.916667,0.041667,False,False
Midi_1,16,,-54.583,E5,76,normal,32nd,False,1.917,0.958333,0.041667,False,False
Midi_1,16,,-54.5,F5,77,normal,eighth,False,2.0,1.0,0.25,True,False
Midi_1,16,,-54.0,E5,76,normal,eighth,False,2.5,1.25,0.25,False,False
Midi_1,16,,-53.5,A5,81,normal,eighth,False,3.0,1.5,0.375,False,False
Midi_1,16,,-52.75,G5,79,normal,32nd,False,3.75,1.875,0.041667,False,False
Midi_1,16,,-52.667,F5,77,normal,32nd,False,3.833,1.916667,0.041667,False,False
Midi_1,16,,-52.583,E5,76,normal,32nd,False,3.917,1.958333,0.041667,False,False
Midi_1,17,,-60.5,F5,77,normal,eighth,False,0.0,0.0,0.25,True,False
Midi_1,17,,-60.0,D5,74,normal,16th,False,0.5,0.25,0.1875,False,False
Midi_1,17,,-59.625,E5,76,normal,32nd,False,0.875,0.4375,0.0625,False,False
Midi_1,17,,-59.5,F5,77,normal,16th,False,1.0,0.5,0.1875,False,False
Midi_1,17,,-59.125,E5,76,normal,32nd,False,1.375,0.6875,0.0625,False,False
Midi_1,17,,-59.0,F5,77,normal,16th,False,1.5,0.75,0.1875,False,False
Midi_1,17,,-58.625,G#5,80,normal,32nd,False,1.875,0.9375,0.0625,False,False
Midi_1,17,,-58.5,A5,81,normal,eighth,False,2.0,1.0,0.25,False,False
Midi_1,17,,-57.625,D5,74,normal,32nd,False,2.875,1.4375,0.0625,False,False
Midi_1,17,,-57.5,A4,69,normal,eighth,False,3.0,1.5,0.25,False,False
Midi_1,17,,-57.0,B4,71,normal,eighth,False,3.5,1.75,0.25,True,False
Midi_1,18,,-64.5,A4,69,normal,16th,False,0.0,0.0,0.083333,False,False
Midi_1,18,,-64.333,A5,81,normal,16th,False,0.167,0.083333,0.083333,False,False
Midi_1,18,,-64.167,G5,79,normal,16th,False,0.333,0.166667,0.083333,False,False
Midi_1,18,,-64.0,F#5,78,normal,16th,False,0.5,0.25,0.083333,False,False
Midi_1,18,,-63.833,E5,76,normal,16th,False,0.667,0.333333,0.083333,False,False
Midi_1,18,,-63.667,D5,74,normal,16th,False,0.833,0.416667,0.083333,False,False
Midi_1,18,,-63.5,A4,69,normal,eighth,False,1.0,0.5,0.25,False,False
Midi_1,18,,-63.0,B4,71,normal,eighth,False,1.5,0.75,0.25,True,False
Midi_1,18,,-62.5,A4,69,normal,16th,False,2.0,1.0,0.083333,False,False
Midi_1,18,,-62.333,A5,81,normal,16th,False,2.167,1.083333,0.083333,False,False
Midi_1,18,,-62.167,G5,79,normal,16th,False,2.333,1.166667,0.083333,False,False
Midi_1,18,,-62.0,F#5,78,normal,16th,False,2.5,1.25,0.083333,False,False
Midi_1,18,,-61.833,E5,76,normal,16th,False,2.667,1.333333,0.083333,False,False
Midi_1,18,,-61.667,D5,74,normal,16th,False,2.833,1.416667,0.083333,False,False
Midi_1,18,,-61.5,B4,71,normal,16th,False,3.0,1.5,0.083333,False,False
Midi_1,18,,-61.333,B5,83,normal,16th,False,3.167,1.583333,0.083333,False,False
Midi_1,18,,-61.167,A5,81,normal,16th,False,3.333,1.666667,0.083333,False,False
Midi_1,18,,-61.0,G5,79,normal,16th,False,3.5,1.75,0.083333,False,False
Midi_1,18,,-60.833,F#5,78,normal,16th,False,3.667,1.833333,0.083333,False,False
Midi_1,18,,-60.667,E5,76,normal,16th,False,3.833,1.916667,0.083333,False,False
Midi_1,19,,-68.5,F#5,78,normal,16th,False,0.0,0.0,0.083333,False,False
Midi_1,19,,-68.333,A5,81,normal,16th,False,0.167,0.083333,0.083333,False,False
Midi_1,19,,-68.167,D6,86,normal,16th,False,0.333,0.166667,0.083333,False,False
Midi_1,19,,-68.0,D5,74,normal,16th,False,0.5,0.25,0.083333,False,False
Midi_1,19,,-67.833,G5,79,normal,16th,False,0.667,0.333333,0.083333,False,False
Midi_1,19,,-67.667,E5,76,normal,16th,False,0.833,0.416667,0.083333,False,False
Midi_1,19,,-67.5,E5,76,normal,quarter,False,1.0,0.5,0.5,True,False
Midi_1,19,,-66.5,D5,74,normal,quarter,False,2.0,1.0,0.5,False,False
Midi_1,20,,-72.0,A5,81,normal,16th,False,0.0,0.0,0.083333,False,False
Midi_1,20,,-71.833,F#5,78,normal,16th,False,0.167,0.083333,0.083333,False,False
Midi_1,20,,-71.667,D5,74,normal,16th,False,0.333,0.166667,0.083333,False,False
Midi_1,21,,-72.5,D6,86,normal,eighth,False,0.0,0.0,0.25,False,False
Midi_1,21,,-72.0,A5,81,normal,eighth,False,0.5,0.25,0.25,False,False
Midi_1,21,,-71.5,A5,81,normal,eighth,False,1.0,0.5,0.25,False,False
Midi_1,21,,-71.0,A5,81,normal,eighth,False,1.5,0.75,0.25,False,False
Midi_1,21,,-70.5,A5,81,grace,eighth,False,2.0,1.0,0.0625,False,True
Midi_1,21,,-70.5,G5,79,normal,32nd,False,2.0,1.0,0.0625,False,False
Midi_1,21,,-70.375,F#5,78,normal,32nd,False,2.125,1.0625,0.0625,False,False
Midi_1,21,,-70.25,G5,79,normal,32nd,False,2.25,1.125,0.0625,False,False
Midi_1,21,,-70.125,A5,81,normal,32nd,False,2.375,1.1875,0.0625,False,False
Midi_1,21,,-70.0,B5,83,normal,eighth,False,2.5,1.25,0.25,False,False
Midi_1,21,,-69.5,B5,83,normal,eighth,False,3.0,1.5,0.25,False,False
Midi_1,21,,-69.0,E5,76,normal,16th,False,3.5,1.75,0.125,False,False
Midi_1,21,,-68.75,G5,79,normal,16th,False,3.75,1.875,0.125,False,False
Midi_1,22,,-76.5,G5,79,normal,16th,False,0.0,0.0,0.125,False,False
Midi_1,22,,-76.25,F#5,78,normal,16th,False,0.25,0.125,0.125,False,False
Midi_1,22,,-76.0,B5,83,normal,16th,False,0.5,0.25,0.125,False,False
Midi_1,22,,-75.75,A5,81,normal,16th,False,0.75,0.375,0.125,False,False
Midi_1,22,,-75.5,G5,79,normal,16th,False,1.0,0.5,0.125,False,False
Midi_1,22,,-75.25,F#5,78,normal,16th,False,1.25,0.625,0.125,False,False
Midi_1,22,,-75.0,E5,76,normal,16th,False,1.5,0.75,0.125,False,False
Midi_1,22,,-74.75,D5,74,normal,16th,False,1.75,0.875,0.125,False,False
Midi_1,22,,-74.5,C#5,73,normal,16th,False,2.0,1.0,0.083333,False,False
Midi_1,22,,-74.333,D5,74,normal,16th,False,2.167,1.083333,0.083333,False,False
Midi_1,22,,-74.167,E5,76,normal,16th,False,2.333,1.166667,0.083333,False,False
Midi_1,22,,-74.0,D5,74,normal,eighth,False,2.5,1.25,0.25,False,False
Midi_1,22,,-73.0,D5,74,normal,16th,False,3.5,1.75,0.083333,False,False
Midi_1,22,,-72.833,B4,71,normal,16th,False,3.667,1.833333,0.083333,False,False
Midi_1,22,,-72.667,G4,67,normal,16th,False,3.833,1.916667,0.083333,False,False
Midi_1,23,,-80.5,G5,79,normal,eighth,False,0.0,0.0,0.25,False,False
Midi_1,23,,-80.0,G5,79,normal,eighth,False,0.5,0.25,0.25,False,False
Midi_1,23,,-79.5,G5,79,normal,eighth,False,1.0,0.5,0.25,False,False
Midi_1,23,,-79.0,G5,79,normal,eighth,False,1.5,0.75,0.25,False,False
Midi_1,23,,-78.5,F5,77,normal,quarter,False,2.0,1.0,0.5,True,False
Midi_1,23,,-77.5,F5,77,normal,eighth,False,3.0,1.5,0.375,True,False
Midi_1,23,,-76.75,E5,76,normal,32nd,False,3.75,1.875,0.0625,False,False
Midi_1,23,,-76.625,D5,74,normal,32nd,False,3.875,1.9375,0.0625,False,False
Midi_1,24,,-84.5,C5,72,normal,eighth,False,0.0,0.0,0.25,False,False
Midi_1,24,,-83.75,E4,64,normal,16th,False,0.75,0.375,0.125,False,False
Midi_1,24,,-83.25,F#4,66,normal,16th,False,1.25,0.625,0.125,False,False
Midi_1,24,,-82.75,G#4,68,normal,16th,False,1.75,0.875,0.125,False,False
Midi_1,24,,-82.5,A4,69,normal,eighth,False,2.0,1.0,0.25,False,False
Midi_1,24,,-82.0,C5,72,normal,eighth,False,2.5,1.25,0.25,False,False
Midi_1,24,,-81.5,C5,72,normal,eighth,False,3.0,1.5,0.25,False,False
Midi_1,24,,-81.0,C5,72,normal,eighth,False,3.5,1.75,0.25,False,False
Midi_1,25,,-88.5,C5,72,normal,eighth,False,0.0,0.0,0.375,True,False
Midi_1,25,,-87.75,B4,71,normal,32nd,False,0.75,0.375,0.0625,False,False
Midi_1,25,,-87.625,C5,72,normal,32nd,False,0.875,0.4375,0.0625,False,False
