instrument,pitch,noteName,startSec,endSec,durationSec,velocity,program,isDrum,bpm,measure
Program 0,72,C5,6.708333,6.790625,0.082292,90,0,False,0.0,5
Program 0,71,B4,6.791667,6.873958,0.082292,90,0,False,0.0,5
Program 0,79,G5,6.875,6.957292,0.082292,90,0,False,0.0,5
Program 0,78,F#5,6.958333,7.040625,0.082292,90,0,False,0.0,5
Program 0,76,E5,7.041667,7.123958,0.082292,90,0,False,0.0,5
Program 0,74,D5,7.125,7.207292,0.082292,90,0,False,0.0,5
Program 0,72,C5,7.208333,7.290625,0.082292,90,0,False,0.0,5
Program 0,71,B4,7.291667,7.373958,0.082292,90,0,False,0.0,5
Program 0,71,B4,7.375,7.623958,0.248958,90,0,False,0.0,5
Program 0,69,A4,7.625,7.873958,0.248958,90,0,False,0.0,5
Program 0,78,F#5,8.125,8.311458,0.186458,100,0,False,0.0,5
Program 0,81,A5,8.125,8.311458,0.186458,100,0,False,0.0,5
Program 0,78,F#5,8.3125,8.373958,0.061458,100,0,False,0.0,5
Program 0,81,A5,8.3125,8.373958,0.061458,100,0,False,0.0,5
Program 0,78,F#5,8.375,8.561458,0.186458,100,0,False,0.0,6
Program 0,81,A5,8.375,8.561458,0.186458,100,0,False,0.0,6
Program 0,76,E5,8.5625,8.623958,0.061458,100,0,False,0.0,6
Program 0,79,G5,8.5625,8.623958,0.061458,100,0,False,0.0,6
Program 0,74,D5,8.625,8.811458,0.186458,100,0,False,0.0,6
Program 0,78,F#5,8.625,8.811458,0.186458,100,0,False,0.0,6
Program 0,78,F#5,8.8125,8.873958,0.061458,100,0,False,0.0,6
Program 0,78,F#5,8.875,9.061458,0.186458,100,0,False,0.0,6
Program 0,76,E5,9.0625,9.123958,0.061458,100,0,False,0.0,6
Program 0,74,D5,9.125,9.311458,0.186458,100,0,False,0.0,6
Program 0,78,F#5,9.3125,9.373958,0.061458,70,0,False,0.0,6
Program 0,81,A5,9.3125,9.373958,0.061458,70,0,False,0.0,6
Program 0,78,F#5,9.375,9.561458,0.186458,70,0,False,0.0,6
Program 0,81,A5,9.375,9.561458,0.186458,70,0,False,0.0,6
Program 0,76,E5,9.5625,9.623958,0.061458,70,0,False,0.0,6
Program 0,79,G5,9.5625,9.623958,0.061458,70,0,False,0.0,6
Program 0,74,D5,9.625,9.811458,0.186458,70,0,False,0.0,6
Program 0,78,F#5,9.625,9.811458,0.186458,70,0,False,0.0,6
Program 0,78,F#5,9.8125,9.873958,0.061458,70,0,False,0.0,6
Program 0,78,F#5,9.875,10.061458,0.186458,70,0,False,0.0,6
Program 0,76,E5,10.0625,10.123958,0.061458,70,0,False,0.0,6
Program 0,74,D5,10.125,10.311458,0.186458,70,0,False,0.0,6
Program 0,74,D5,10.3125,10.373958,0.061458,70,0,False,0.0,6
Program 0,75,D#5,10.375,10.498958,0.123958,70,0,False,0.0,7
Program 0,76,E5,10.5,10.623958,0.123958,70,0,False,0.0,7
Program 0,76,E5,10.625,10.686458,0.061458,70,0,False,0.0,7
Program 0,76,E5,10.75,10.811458,0.061458,70,0,False,0.0,7
Program 0,76,E5,10.875,11.373958,0.498958,70,0,False,0.0,7
Program 0,61,C#4,11.375,11.414583,0.039583,70,0,False,0.0,7
Program 0,64,E4,11.415625,11.455208,0.039583,70,0,False,0.0,7
Program 0,67,G4,11.457292,11.496875,0.039583,70,0,False,0.0,7
Program 0,69,A4,11.498958,11.538542,0.039583,70,0,False,0.0,7
Program 0,73,C#5,11.540625,11.580208,0.039583,70,0,False,0.0,7
Program 0,76,E5,11.582292,11.621875,0.039583,70,0,False,0.0,7
Program 0,79,G5,11.625,11.936458,0.311458,70,0,False,0.0,7
Program 0,78,F#5,11.9375,11.998958,0.061458,70,0,False,0.0,7
Program 0,76,E5,12.0,12.061458,0.061458,70,0,False,0.0,7
Program 0,74,D5,12.0625,12.123958,0.061458,70,0,False,0.0,7
Program 0,73,C#5,12.125,12.186458,0.061458,70,0,False,0.0,7
Program 0,71,B4,12.1875,12.248958,0.061458,70,0,False,0.0,7
Program 0,69,A4,12.25,12.311458,0.061458,70,0,False,0.0,7
Program 0,67,G4,12.3125,12.373958,0.061458,70,0,False,0.0,7
Program 0,66,F#4,12.375,12.436458,0.061458,70,0,False,0.0,8
Program 0,69,A4,12.4375,12.498958,0.061458,70,0,False,0.0,8
Program 0,71,B4,12.5,12.561458,0.061458,70,0,False,0.0,8
Program 0,73,C#5,12.5625,12.623958,0.061458,70,0,False,0.0,8
Program 0,74,D5,12.625,12.686458,0.061458,70,0,False,0.0,8
Program 0,76,E5,12.6875,12.748958,0.061458,70,0,False,0.0,8
Program 0,78,F#5,12.75,12.811458,0.061458,70,0,False,0.0,8
Program 0,79,G5,12.8125,12.873958,0.061458,70,0,False,0.0,8
Program 0,81,A5,12.875,13.561458,0.686458,70,0,False,0.0,8
Program 0,82,A#5,13.5625,13.623958,0.061458,70,0,False,0.0,8
Program 0,83,B5,13.625,13.811458,0.186458,70,0,False,0.0,8
Program 0,85,C#6,13.8125,13.873958,0.061458,70,0,False,0.0,8
Program 0,86,D6,13.875,14.061458,0.186458,70,0,False,0.0,8
Program 0,74,D5,14.0625,14.123958,0.061458,70,0,False,0.0,8
Program 0,78,F#5,14.125,14.311458,0.186458,70,0,False,0.0,8
Program 0,81,A5,14.3125,14.373958,0.061458,70,0,False,0.0,8
Program 0,79,G5,14.375,14.415625,0.040625,84,0,False,0.0,9
Program 0,78,F#5,14.4375,14.498958,0.061458,70,0,False,0.0,9
Program 0,76,E5,14.5,14.561458,0.061458,70,0,False,0.0,9
Program 0,78,F#5,14.5625,14.623958,0.061458,70,0,False,0.0,9
Program 0,76,E5,14.625,14.873958,0.248958,70,0,False,0.0,9
Program 0,81,A5,14.875,15.248958,0.373958,100,0,False,0.0,9
Program 0,69,A4,15.25,15.311458,0.061458,100,0,False,0.0,9
Program 0,68,G#4,15.375,15.436458,0.061458,100,0,False,0.0,9
Program 0,66,F#4,15.4375,15.498958,0.061458,100,0,False,0.0,9
Program 0,68,G#4,15.5,15.561458,0.061458,100,0,False,0.0,9
Program 0,69,A4,15.5625,15.623958,0.061458,100,0,False,0.0,9
Program 0,71,B4,15.625,15.686458,0.061458,100,0,False,0.0,9
Program 0,69,A4,15.6875,15.748958,0.061458,100,0,False,0.0,9
Program 0,71,B4,15.75,15.811458,0.061458,100,0,False,0.0,9
Program 0,73,C#5,15.8125,15.873958,0.061458,100,0,False,0.0,9
Program 0,74,D5,15.875,16.248958,0.373958,100,0,False,0.0,9
Program 0,62,D4,16.25,16.311458,0.061458,100,0,False,0.0,9
Program 0,61,C#4,16.375,16.436458,0.061458,100,0,False,0.0,10
Program 0,59,B3,16.4375,16.498958,0.061458,100,0,False,0.0,10
Program 0,61,C#4,16.5,16.561458,0.061458,100,0,False,0.0,10
Program 0,62,D4,16.5625,16.623958,0.061458,100,0,False,0.0,10
Program 0,64,E4,16.625,16.686458,0.061458,100,0,False,0.0,10
Program 0,62,D4,16.6875,16.748958,0.061458,100,0,False,0.0,10
Program 0,64,E4,16.75,16.811458,0.061458,100,0,False,0.0,10
Program 0,66,F#4,16.8125,16.873958,0.061458,100,0,False,0.0,10
Program 0,67,G4,16.875,17.248958,0.373958,100,0,False,0.0,10
Program 0,55,G3,17.25,17.311458,0.061458,100,0,False,0.0,10
Program 0,54,F#3,17.375,17.498958,0.123958,90,0,False,0.0,10
Program 0,60,C4,17.5,17.748958,0.248958,108,0,False,0.0,10
Program 0,62,D4,17.75,17.873958,0.123958,90,0,False,0.0,10
Program 0,55,G3,17.875,17.998958,0.123958,90,0,False,0.0,10
Program 0,61,C#4,18.0,18.248958,0.248958,108,0,False,0.0,10
Program 0,62,D4,18.25,18.373958,0.123958,90,0,False,0.0,10
Program 0,57,A3,18.375,18.498958,0.123958,90,0,False,0.0,11
Program 0,61,C#4,18.5,18.748958,0.248958,108,0,False,0.0,11
Program 0,62,D4,18.75,18.873958,0.123958,90,0,False,0.0,11
Program 0,59,B3,18.875,18.936458,0.061458,90,0,False,0.0,11
Program 0,64,E4,19.0,19.061458,0.061458,90,0,False,0.0,11
Program 0,66,F#4,19.0625,19.123958,0.061458,90,0,False,0.0,11
Program 0,67,G4,19.125,19.186458,0.061458,90,0,False,0.0,11
Program 0,64,E4,19.25,19.311458,0.061458,90,0,False,0.0,11
Program 0,62,D4,19.375,19.540625,0.165625,108,0,False,0.0,11
Program 0,61,C#4,19.625,19.873958,0.248958,90,0,False,0.0,11
Program 0,81,A5,19.875,19.936458,0.061458,90,0,False,0.0,11
Program 0,83,B5,19.9375,19.998958,0.061458,90,0,False,0.0,11
Program 0,81,A5,20.0,20.061458,0.061458,90,0,False,0.0,11
Program 0,83,B5,20.0625,20.123958,0.061458,90,0,False,0.0,11
Program 0,81,A5,20.125,20.186458,0.061458,90,0,False,0.0,11
Program 0,83,B5,20.1875,20.248958,0.061458,90,0,False,0.0,11
Program 0,81,A5,20.25,20.311458,0.061458,90,0,False,0.0,11
Program 0,83,B5,20.3125,20.373958,0.061458,90,0,False,0.0,11
Program 0,81,A5,20.375,20.436458,0.061458,90,0,False,0.0,12
Program 0,80,G#5,20.375,20.436458,0.061458,90,0,False,0.0,12
Program 0,83,B5,20.4375,20.498958,0.061458,90,0,False,0.0,12
Program 0,81,A5,20.4375,20.498958,0.061458,90,0,False,0.0,12
Program 0,81,A5,20.5,20.561458,0.061458,90,0,False,0.0,12
Program 0,80,G#5,20.5,20.561458,0.061458,90,0,False,0.0,12
Program 0,81,A5,20.5625,20.623958,0.061458,90,0,False,0.0,12
Program 0,80,G#5,20.625,20.686458,0.061458,90,0,False,0.0,12
Program 0,83,B5,20.5625,20.748958,0.186458,90,0,False,0.0,12
Program 0,81,A5,20.6875,20.748958,0.061458,90,0,False,0.0,12
Program 0,80,G#5,20.75,20.811458,0.061458,90,0,False,0.0,12
Program 0,81,A5,20.8125,20.873958,0.061458,90,0,False,0.0,12
Program 0,79,G5,20.875,20.936458,0.061458,90,0,False,0.0,12
Program 0,81,A5,20.9375,20.998958,0.061458,90,0,False,0.0,12
Program 0,79,G5,21.0,21.061458,0.061458,90,0,False,0.0,12
Program 0,81,A5,21.0625,21.123958,0.061458,90,0,False,0.0,12
Program 0,79,G5,21.125,21.186458,0.061458,90,0,False,0.0,12
Program 0,81,A5,21.1875,21.248958,0.061458,90,0,False,0.0,12
Program 0,79,G5,21.25,21.311458,0.061458,90,0,False,0.0,12
Program 0,81,A5,21.3125,21.373958,0.061458,90,0,False,0.0,12
Program 0,78,F#5,21.375,21.436458,0.061458,90,0,False,0.0,12
Program 0,79,G5,21.4375,21.498958,0.061458,90,0,False,0.0,12
Program 0,78,F#5,21.5,21.561458,0.061458,90,0,False,0.0,12
Program 0,79,G5,21.5625,21.623958,0.061458,90,0,False,0.0,12
Program 0,78,F#5,21.625,21.686458,0.061458,90,0,False,0.0,12
Program 0,79,G5,21.6875,21.748958,0.061458,90,0,False,0.0,12
Program 0,78,F#5,21.75,21.811458,0.061458,90,0,False,0.0,12
Program 0,79,G5,21.8125,21.873958,0.061458,90,0,False,0.0,12
Program 0,77,F5,21.875,21.936458,0.061458,100,0,False,0.0,12
Program 0,79,G5,21.9375,21.998958,0.061458,100,0,False,0.0,12
Program 0,77,F5,22.0,22.061458,0.061458,100,0,False,0.0,12
Program 0,79,G5,22.0625,22.123958,0.061458,100,0,False,0.0,12
Program 0,77,F5,22.125,22.186458,0.061458,100,0,False,0.0,12
Program 0,79,G5,22.1875,22.248958,0.061458,100,0,False,0.0,12
Program 0,77,F5,22.25,22.311458,0.061458,100,0,False,0.0,12
Program 0,79,G5,22.3125,22.373958,0.061458,100,0,False,0.0,12
Program 0,76,E5,22.375,22.498958,0.123958,100,0,False,0.0,13
Program 0,77,F5,22.875,22.936458,0.061458,100,0,False,0.0,13
Program 0,79,G5,22.9375,22.998958,0.061458,100,0,False,0.0,13
Program 0,77,F5,23.0,23.061458,0.061458,100,0,False,0.0,13
Program 0,79,G5,23.0625,23.123958,0.061458,100,0,False,0.0,13
Program 0,77,F5,23.125,23.186458,0.061458,100,0,False,0.0,13
Program 0,79,G5,23.1875,23.248958,0.061458,100,0,False,0.0,13
Program 0,77,F5,23.25,23.311458,0.061458,100,0,False,0.0,13
Program 0,79,G5,23.3125,23.373958,0.061458,100,0,False,0.0,13
Program 0,76,E5,23.375,23.623958,0.248958,100,0,False,0.0,13
Program 0,74,D5,23.8125,23.873958,0.061458,100,0,False,0.0,13
Program 0,69,A4,23.875,24.123958,0.248958,100,0,False,0.0,13
Program 0,71,B4,24.125,24.186458,0.061458,100,0,False,0.0,13
Program 0,72,C5,24.1875,24.248958,0.061458,100,0,False,0.0,13
Program 0,71,B4,24.25,24.311458,0.061458,100,0,False,0.0,13
Program 0,72,C5,24.3125,24.373958,0.061458,100,0,False,0.0,13
Program 0,71,B4,24.375,24.436458,0.061458,100,0,False,0.0,14
Program 0,69,A4,24.375,24.457292,0.082292,100,0,False,0.0,14
Program 0,72,C5,24.4375,24.498958,0.061458,100,0,False,0.0,14
Program 0,81,A5,24.458333,24.540625,0.082292,100,0,False,0.0,14
Program 0,71,B4,24.5,24.561458,0.061458,100,0,False,0.0,14
Program 0,72,C5,24.5625,24.623958,0.061458,100,0,False,0.0,14
Program 0,79,G5,24.541667,24.623958,0.082292,100,0,False,0.0,14
Program 0,78,F#5,24.625,24.707292,0.082292,100,0,False,0.0,14
Program 0,76,E5,24.708333,24.790625,0.082292,100,0,False,0.0,14
Program 0,74,D5,24.791667,24.873958,0.082292,100,0,False,0.0,14
Program 0,69,A4,24.875,25.123958,0.248958,100,0,False,0.0,14
Program 0,71,B4,25.125,25.186458,0.061458,100,0,False,0.0,14
Program 0,72,C5,25.1875,25.248958,0.061458,100,0,False,0.0,14
Program 0,71,B4,25.25,25.311458,0.061458,100,0,False,0.0,14
Program 0,72,C5,25.3125,25.373958,0.061458,100,0,False,0.0,14
Program 0,69,A4,25.375,25.457292,0.082292,100,0,False,0.0,14
Program 0,81,A5,25.458333,25.540625,0.082292,100,0,False,0.0,14
Program 0,79,G5,25.541667,25.623958,0.082292,100,0,False,0.0,14
Program 0,78,F#5,25.625,25.707292,0.082292,100,0,False,0.0,14
Program 0,76,E5,25.708333,25.790625,0.082292,100,0,False,0.0,14
Program 0,74,D5,25.791667,25.873958,0.082292,100,0,False,0.0,14
Program 0,71,B4,25.875,25.957292,0.082292,100,0,False,0.0,14
Program 0,83,B5,25.958333,26.040625,0.082292,100,0,False,0.0,14
Program 0,81,A5,26.041667,26.123958,0.082292,100,0,False,0.0,14
Program 0,79,G5,26.125,26.207292,0.082292,100,0,False,0.0,14
Program 0,78,F#5,26.208333,26.290625,0.082292,100,0,False,0.0,14
Program 0,76,E5,26.291667,26.373958,0.082292,100,0,False,0.0,14
Program 0,78,F#5,26.375,26.457292,0.082292,100,0,False,0.0,15
Program 0,79,G5,26.458333,26.540625,0.082292,100,0,False,0.0,15
Program 0,81,A5,26.541667,26.623958,0.082292,100,0,False,0.0,15
Program 0,74,D5,26.625,26.707292,0.082292,100,0,False,0.0,15
Program 0,79,G5,26.708333,26.790625,0.082292,100,0,False,0.0,15
Program 0,76,E5,26.791667,26.873958,0.082292,100,0,False,0.0,15
Program 0,76,E5,26.875,26.936458,0.061458,100,0,False,0.0,15
Program 0,78,F#5,26.9375,26.998958,0.061458,100,0,False,0.0,15
Program 0,76,E5,27.0,27.061458,0.061458,100,0,False,0.0,15
Program 0,78,F#5,27.0625,27.123958,0.061458,100,0,False,0.0,15
Program 0,76,E5,27.125,27.186458,0.061458,100,0,False,0.0,15
Program 0,78,F#5,27.1875,27.248958,0.061458,100,0,False,0.0,15
Program 0,76,E5,27.25,27.311458,0.061458,100,0,False,0.0,15
Program 0,78,F#5,27.3125,27.373958,0.061458,100,0,False,0.0,15
Program 0,74,D5,27.375,27.873958,0.498958,100,0,False,0.0,15
Program 0,81,A5,27.875,28.248958,0.373958,90,0,False,0.0,15
Program 0,79,G5,28.25,28.290625,0.040625,90,0,False,0.0,15
Program 0,77,F5,28.291667,28.332292,0.040625,90,0,False,0.0,15
Program 0,76,E5,28.333333,28.373958,0.040625,90,0,False,0.0,15
Program 0,77,F5,28.375,28.436458,0.061458,90,0,False,0.0,16
Program 0,79,G5,28.4375,28.498958,0.061458,90,0,False,0.0,16
Program 0,77,F5,28.5,28.561458,0.061458,90,0,False,0.0,16
Program 0,79,G5,28.5625,28.623958,0.061458,90,0,False,0.0,16
Program 0,76,E5,28.625,28.873958,0.248958,90,0,False,0.0,16
Program 0,81,A5,28.875,29.248958,0.373958,70,0,False,0.0,16
Program 0,79,G5,29.25,29.290625,0.040625,70,0,False,0.0,16
Program 0,77,F5,29.291667,29.332292,0.040625,70,0,False,0.0,16
Program 0,76,E5,29.333333,29.373958,0.040625,70,0,False,0.0,16
Program 0,77,F5,29.375,29.436458,0.061458,70,0,False,0.0,16
Program 0,79,G5,29.4375,29.498958,0.061458,70,0,False,0.0,16
Program 0,77,F5,29.5,29.561458,0.061458,70,0,False,0.0,16
Program 0,79,G5,29.5625,29.623958,0.061458,70,0,False,0.0,16
Program 0,76,E5,29.625,29.873958,0.248958,70,0,False,0.0,16
Program 0,81,A5,29.875,30.248958,0.373958,70,0,False,0.0,16
Program 0,79,G5,30.25,30.290625,0.040625,70,0,False,0.0,16
Program 0,77,F5,30.291667,30.332292,0.040625,70,0,False,0.0,16
Program 0,76,E5,30.333333,30.373958,0.040625,70,0,False,0.0,16
Program 0,77,F5,30.375,30.436458,0.061458,70,0,False,0.0,17
Program 0,79,G5,30.4375,30.498958,0.061458,70,0,False,0.0,17
Program 0,77,F5,30.5,30.561458,0.061458,70,0,False,0.0,17
Program 0,79,G5,30.5625,30.623958,0.061458,70,0,False,0.0,17
Program 0,74,D5,30.625,30.811458,0.186458,70,0,False,0.0,17
Program 0,76,E5,30.8125,30.873958,0.061458,70,0,False,0.0,17
Program 0,77,F5,30.875,31.061458,0.186458,70,0,False,0.0,17
Program 0,76,E5,31.0625,31.123958,0.061458,70,0,False,0.0,17
Program 0,77,F5,31.125,31.311458,0.186458,70,0,False,0.0,17
Program 0,80,G#5,31.3125,31.373958,0.061458,70,0,False,0.0,17
Program 0,81,A5,31.375,31.623958,0.248958,90,0,False,0.0,17
Program 0,74,D5,31.8125,31.873958,0.061458,70,0,False,0.0,17
Program 0,69,A4,31.875,32.123958,0.248958,70,0,False,0.0,17
Program 0,71,B4,32.125,32.186458,0.061458,70,0,False,0.0,17
Program 0,72,C5,32.1875,32.248958,0.061458,70,0,False,0.0,17
Program 0,71,B4,32.25,32.311458,0.061458,70,0,False,0.0,17
Program 0,72,C5,32.3125,32.373958,0.061458,70,0,False,0.0,17
Program 0,71,B4,32.375,32.436458,0.061458,70,0,False,0.0,18
Program 0,69,A4,32.375,32.457292,0.082292,70,0,False,0.0,18
Program 0,72,C5,32.4375,32.498958,0.061458,70,0,False,0.0,18
Program 0,81,A5,32.458333,32.540625,0.082292,70,0,False,0.0,18
Program 0,71,B4,32.5,32.561458,0.061458,70,0,False,0.0,18
Program 0,72,C5,32.5625,32.623958,0.061458,70,0,False,0.0,18
Program 0,79,G5,32.541667,32.623958,0.082292,70,0,False,0.0,18
Program 0,78,F#5,32.625,32.707292,0.082292,70,0,False,0.0,18
Program 0,76,E5,32.708333,32.790625,0.082292,70,0,False,0.0,18
Program 0,74,D5,32.791667,32.873958,0.082292,70,0,False,0.0,18
Program 0,69,A4,32.875,33.123958,0.248958,70,0,False,0.0,18
Program 0,71,B4,33.125,33.186458,0.061458,70,0,False,0.0,18
Program 0,72,C5,33.1875,33.248958,0.061458,70,0,False,0.0,18
Program 0,71,B4,33.25,33.311458,0.061458,70,0,False,0.0,18
Program 0,72,C5,33.3125,33.373958,0.061458,70,0,False,0.0,18
Program 0,69,A4,33.375,33.457292,0.082292,70,0,False,0.0,18
Program 0,81,A5,33.458333,33.540625,0.082292,70,0,False,0.0,18
Program 0,79,G5,33.541667,33.623958,0.082292,70,0,False,0.0,18
Program 0,78,F#5,33.625,33.707292,0.082292,70,0,False,0.0,18
Program 0,76,E5,33.708333,33.790625,0.082292,70,0,False,0.0,18
Program 0,74,D5,33.791667,33.873958,0.082292,70,0,False,0.0,18
Program 0,71,B4,33.875,33.957292,0.082292,70,0,False,0.0,18
Program 0,83,B5,33.958333,34.040625,0.082292,70,0,False,0.0,18
Program 0,81,A5,34.041667,34.123958,0.082292,70,0,False,0.0,18
Program 0,79,G5,34.125,34.207292,0.082292,70,0,False,0.0,18
Program 0,78,F#5,34.208333,34.290625,0.082292,70,0,False,0.0,18
Program 0,76,E5,34.291667,34.373958,0.082292,70,0,False,0.0,18
Program 0,78,F#5,34.375,34.457292,0.082292,100,0,False,0.0,19
Program 0,81,A5,34.458333,34.540625,0.082292,100,0,False,0.0,19
Program 0,86,D6,34.541667,34.623958,0.082292,100,0,False,0.0,19
Program 0,74,D5,34.625,34.707292,0.082292,100,0,False,0.0,19
Program 0,79,G5,34.708333,34.790625,0.082292,100,0,False,0.0,19
Program 0,76,E5,34.791667,34.873958,0.082292,100,0,False,0.0,19
Program 0,76,E5,34.875,34.936458,0.061458,100,0,False,0.0,19
Program 0,78,F#5,34.9375,34.998958,0.061458,100,0,False,0.0,19
Program 0,76,E5,35.0,35.061458,0.061458,100,0,False,0.0,19
Program 0,78,F#5,35.0625,35.123958,0.061458,100,0,False,0.0,19
Program 0,76,E5,35.125,35.186458,0.061458,100,0,False,0.0,19
Program 0,78,F#5,35.1875,35.248958,0.061458,100,0,False,0.0,19
Program 0,76,E5,35.25,35.311458,0.061458,100,0,False,0.0,19
Program 0,78,F#5,35.3125,35.373958,0.061458,100,0,False,0.0,19
Program 0,74,D5,35.375,35.873958,0.498958,100,0,False,0.0,19
Program 0,74,D5,36.125,36.248958,0.123958,90,0,False,0.0,20
Program 0,71,B4,36.25,36.373958,0.123958,90,0,False,0.0,20
Program 0,67,G4,36.375,36.498958,0.123958,90,0,False,0.0,20
Program 0,79,G5,36.5,36.58125,0.08125,90,0,False,0.0,21
Program 0,74,D5,36.75,36.873958,0.123958,90,0,False,0.0,21
Program 0,74,D5,37.0,37.123958,0.123958,90,0,False,0.0,21
Program 0,74,D5,37.25,37.373958,0.123958,90,0,False,0.0,21
Program 0,74,D5,37.5,37.530208,0.030208,90,0,False,0.0,21
Program 0,72,C5,37.53125,37.561458,0.030208,90,0,False,0.0,21
Program 0,71,B4,37.5625,37.623958,0.061458,90,0,False,0.0,21
Program 0,72,C5,37.625,37.686458,0.061458,90,0,False,0.0,21
Program 0,74,D5,37.6875,37.748958,0.061458,90,0,False,0.0,21
Program 0,76,E5,37.75,38.248958,0.498958,90,0,False,0.0,21
Program 0,69,A4,38.25,38.373958,0.123958,90,0,False,0.0,21
Program 0,72,C5,38.375,38.498958,0.123958,90,0,False,0.0,21
Program 0,72,C5,38.5,38.623958,0.123958,90,0,False,0.0,22
Program 0,71,B4,38.625,38.748958,0.123958,90,0,False,0.0,22
Program 0,76,E5,38.75,38.873958,0.123958,90,0,False,0.0,22
Program 0,74,D5,38.875,38.998958,0.123958,90,0,False,0.0,22
Program 0,72,C5,39.0,39.123958,0.123958,90,0,False,0.0,22
Program 0,71,B4,39.125,39.248958,0.123958,90,0,False,0.0,22
Program 0,69,A4,39.25,39.373958,0.123958,90,0,False,0.0,22
Program 0,67,G4,39.375,39.498958,0.123958,90,0,False,0.0,22
Program 0,66,F#4,39.5,39.582292,0.082292,90,0,False,0.0,22
Program 0,67,G4,39.583333,39.665625,0.082292,90,0,False,0.0,22
Program 0,69,A4,39.666667,39.748958,0.082292,90,0,False,0.0,22
Program 0,67,G4,39.75,39.998958,0.248958,90,0,False,0.0,22
Program 0,62,D4,40.25,40.332292,0.082292,70,0,False,0.0,22
Program 0,59,B3,40.333333,40.415625,0.082292,70,0,False,0.0,22
Program 0,55,G3,40.416667,40.498958,0.082292,70,0,False,0.0,22
Program 0,67,G4,40.5,40.58125,0.08125,70,0,False,0.0,23
Program 0,67,G4,40.75,40.873958,0.123958,70,0,False,0.0,23
Program 0,67,G4,41.0,41.123958,0.123958,74,0,False,0.0,23
Program 0,67,G4,41.25,41.373958,0.123958,78,0,False,0.0,23
Program 0,66,F#4,41.5,41.561458,0.061458,82,0,False,0.0,23
