instrument,pitch,noteName,startSec,endSec,durationSec,velocity,program,isDrum,bpm,measure
Program 0,58,A#3,13.125005,13.222867,0.097862,49,0,False,0.0,12
Program 0,64,E4,13.22369,13.321551,0.097862,49,0,False,0.0,12
Program 0,58,A#3,13.322374,13.420236,0.097862,49,0,False,0.0,12
Program 0,55,G3,13.519742,13.617604,0.097862,49,0,False,0.0,12
Program 0,61,C#4,13.618426,13.716288,0.097862,49,0,False,0.0,12
Program 0,55,G3,13.717111,13.814973,0.097862,49,0,False,0.0,12
Program 0,57,A3,13.914479,14.012341,0.097862,49,0,False,0.0,12
Program 0,62,D4,14.013164,14.111025,0.097862,49,0,False,0.0,12
Program 0,45,A2,11.84211,14.20971,2.3676,49,0,False,0.0,11
Program 0,57,A3,14.111848,14.20971,0.097862,49,0,False,0.0,12
Program 0,58,A#3,14.309216,14.407078,0.097862,49,0,False,0.0,13
Program 0,64,E4,14.407901,14.505762,0.097862,49,0,False,0.0,13
Program 0,58,A#3,14.506585,14.604447,0.097862,49,0,False,0.0,13
Program 0,62,D4,14.703953,14.801815,0.097862,49,0,False,0.0,13
Program 0,67,G4,14.802637,14.900499,0.097862,49,0,False,0.0,13
Program 0,62,D4,14.901322,14.999184,0.097862,49,0,False,0.0,13
Program 0,60,C4,15.09869,15.196552,0.097862,49,0,False,0.0,13
Program 0,65,F4,15.197375,15.295236,0.097862,49,0,False,0.0,13
Program 0,60,C4,15.296059,15.388986,0.092928,49,0,False,0.0,13
Program 0,45,A2,14.210532,15.393921,1.183389,49,0,False,0.0,13
Program 0,62,D4,15.394743,15.492605,0.097862,49,0,False,0.0,14
Program 0,65,F4,15.493427,15.591289,0.097862,49,0,False,0.0,14
Program 0,71,B4,15.592111,15.689973,0.097862,49,0,False,0.0,14
Program 0,65,F4,15.690796,15.788658,0.097862,49,0,False,0.0,14
Program 0,65,F4,15.78948,15.887342,0.097862,49,0,False,0.0,14
Program 0,68,G#4,15.888164,15.986026,0.097862,49,0,False,0.0,14
Program 0,74,D5,15.986849,16.08471,0.097862,49,0,False,0.0,14
Program 0,68,G#4,16.085533,16.183395,0.097862,49,0,False,0.0,14
Program 0,64,E4,16.184217,16.282079,0.097862,49,0,False,0.0,14
Program 0,67,G4,16.282901,16.380763,0.097862,49,0,False,0.0,14
Program 0,72,C5,16.381585,16.479447,0.097862,49,0,False,0.0,14
Program 0,67,G4,16.48027,16.578132,0.097862,49,0,False,0.0,14
Program 0,70,A#4,16.677638,16.7755,0.097862,49,0,False,0.0,15
Program 0,76,E5,16.776322,16.874184,0.097862,49,0,False,0.0,15
Program 0,70,A#4,16.875007,16.972869,0.097862,49,0,False,0.0,15
Program 0,73,C#5,17.072375,17.170237,0.097862,49,0,False,0.0,15
Program 0,79,G5,17.17106,17.268921,0.097862,49,0,False,0.0,15
Program 0,73,C#5,17.269744,17.367606,0.097862,49,0,False,0.0,15
Program 0,72,C5,17.467112,17.564974,0.097862,49,0,False,0.0,15
Program 0,77,F5,17.565797,17.663658,0.097862,49,0,False,0.0,15
Program 0,72,C5,17.664481,17.757408,0.092928,49,0,False,0.0,15
Program 0,62,D4,17.763165,17.861027,0.097862,49,0,False,0.0,16
Program 0,65,F4,17.861849,17.959711,0.097862,49,0,False,0.0,16
Program 0,71,B4,17.960534,18.058395,0.097862,49,0,False,0.0,16
Program 0,65,F4,18.059218,18.15708,0.097862,49,0,False,0.0,16
Program 0,65,F4,18.157902,18.255764,0.097862,49,0,False,0.0,16
Program 0,68,G#4,18.256586,18.354448,0.097862,49,0,False,0.0,16
Program 0,74,D5,18.35527,18.453132,0.097862,49,0,False,0.0,16
Program 0,68,G#4,18.453955,18.551817,0.097862,49,0,False,0.0,16
Program 0,64,E4,18.552639,18.650501,0.097862,49,0,False,0.0,16
Program 0,67,G4,18.651323,18.749185,0.097862,49,0,False,0.0,16
Program 0,72,C5,18.750007,18.847869,0.097862,49,0,False,0.0,16
Program 0,67,G4,18.848692,18.946554,0.097862,49,0,False,0.0,16
Program 0,67,G4,18.947376,19.045238,0.097862,49,0,False,0.0,17
Program 0,70,A#4,19.04606,19.143922,0.097862,49,0,False,0.0,17
Program 0,76,E5,19.144745,19.242606,0.097862,49,0,False,0.0,17
Program 0,70,A#4,19.243429,19.341291,0.097862,49,0,False,0.0,17
Program 0,73,C#5,19.440797,19.538659,0.097862,49,0,False,0.0,17
Program 0,79,G5,19.539482,19.637343,0.097862,49,0,False,0.0,17
Program 0,73,C#5,19.638166,19.736028,0.097862,49,0,False,0.0,17
Program 0,70,A#4,19.835534,19.933396,0.097862,49,0,False,0.0,17
Program 0,76,E5,19.934219,20.03208,0.097862,49,0,False,0.0,17
Program 0,70,A#4,20.032903,20.12583,0.092928,49,0,False,0.0,17
Program 0,65,F4,20.131587,20.229449,0.097862,49,0,False,0.0,18
Program 0,68,G#4,20.230271,20.328133,0.097862,49,0,False,0.0,18
Program 0,74,D5,20.328955,20.426817,0.097862,49,0,False,0.0,18
Program 0,68,G#4,20.42764,20.525502,0.097862,49,0,False,0.0,18
Program 0,67,G4,20.526324,20.624186,0.097862,49,0,False,0.0,18
Program 0,71,B4,20.625008,20.72287,0.097862,49,0,False,0.0,18
Program 0,76,E5,20.723692,20.821554,0.097862,49,0,False,0.0,18
Program 0,71,B4,20.822377,20.920239,0.097862,49,0,False,0.0,18
Program 0,65,F4,20.921061,21.018923,0.097862,49,0,False,0.0,18
Program 0,69,A4,21.019745,21.117607,0.097862,49,0,False,0.0,18
Program 0,74,D5,21.11843,21.216291,0.097862,49,0,False,0.0,18
Program 0,69,A4,21.217114,21.314976,0.097862,49,0,False,0.0,18
Program 0,62,D4,21.315798,21.41366,0.097862,49,0,False,0.0,19
Program 0,65,F4,21.414482,21.512344,0.097862,49,0,False,0.0,19
Program 0,71,B4,21.513167,21.611028,0.097862,49,0,False,0.0,19
Program 0,65,F4,21.611851,21.709713,0.097862,49,0,False,0.0,19
Program 0,68,G#4,21.809219,21.907081,0.097862,49,0,False,0.0,19
Program 0,74,D5,21.907903,22.005765,0.097862,49,0,False,0.0,19
Program 0,68,G#4,22.006588,22.10445,0.097862,49,0,False,0.0,19
Program 0,65,F4,22.203956,22.301818,0.097862,49,0,False,0.0,19
Program 0,71,B4,22.30264,22.400502,0.097862,49,0,False,0.0,19
Program 0,65,F4,22.401325,22.494252,0.092928,49,0,False,0.0,19
Program 0,60,C4,22.500009,22.597871,0.097862,49,0,False,0.0,20
Program 0,63,D#4,22.598693,22.696555,0.097862,49,0,False,0.0,20
Program 0,69,A4,22.697378,22.795239,0.097862,49,0,False,0.0,20
Program 0,63,D#4,22.796062,22.893924,0.097862,49,0,False,0.0,20
Program 0,62,D4,22.894746,22.992608,0.097862,49,0,False,0.0,20
Program 0,66,F#4,22.99343,23.091292,0.097862,49,0,False,0.0,20
Program 0,72,C5,23.092115,23.189976,0.097862,49,0,False,0.0,20
Program 0,66,F#4,23.190799,23.288661,0.097862,49,0,False,0.0,20
Program 0,60,C4,23.289483,23.387345,0.097862,49,0,False,0.0,20
Program 0,63,D#4,23.388167,23.486029,0.097862,49,0,False,0.0,20
Program 0,69,A4,23.486852,23.584713,0.097862,49,0,False,0.0,20
Program 0,63,D#4,23.585536,23.683398,0.097862,49,0,False,0.0,20
Program 0,60,C4,23.68422,23.782082,0.097862,49,0,False,0.0,21
Program 0,63,D#4,23.782904,23.880766,0.097862,49,0,False,0.0,21
Program 0,69,A4,23.881588,23.97945,0.097862,49,0,False,0.0,21
Program 0,63,D#4,23.980273,24.078135,0.097862,49,0,False,0.0,21
Program 0,62,D4,24.078957,24.176819,0.097862,49,0,False,0.0,21
Program 0,65,F4,24.177641,24.275503,0.097862,49,0,False,0.0,21
Program 0,72,C5,24.276325,24.374187,0.097862,49,0,False,0.0,21
Program 0,65,F4,24.37501,24.472872,0.097862,49,0,False,0.0,21
Program 0,60,C4,24.473694,24.571556,0.097862,49,0,False,0.0,21
Program 0,63,D#4,24.572378,24.67024,0.097862,49,0,False,0.0,21
Program 0,69,A4,24.671063,24.768924,0.097862,49,0,False,0.0,21
Program 0,63,D#4,24.769747,24.862674,0.092928,49,0,False,0.0,21
Program 0,60,C4,24.868431,24.966293,0.097862,49,0,False,0.0,22
Program 0,63,D#4,24.967115,25.064977,0.097862,49,0,False,0.0,22
Program 0,69,A4,25.0658,25.163661,0.097862,49,0,False,0.0,22
Program 0,63,D#4,25.164484,25.262346,0.097862,49,0,False,0.0,22
Program 0,62,D4,25.263168,25.36103,0.097862,49,0,False,0.0,22
Program 0,66,F#4,25.361852,25.459714,0.097862,49,0,False,0.0,22
Program 0,72,C5,25.460536,25.558398,0.097862,49,0,False,0.0,22
Program 0,66,F#4,25.559221,25.657083,0.097862,49,0,False,0.0,22
Program 0,60,C4,25.657905,25.755767,0.097862,49,0,False,0.0,22
Program 0,63,D#4,25.756589,25.854451,0.097862,49,0,False,0.0,22
Program 0,69,A4,25.855273,25.953135,0.097862,49,0,False,0.0,22
Program 0,63,D#4,25.953958,26.05182,0.097862,49,0,False,0.0,22
Program 0,60,C4,26.052642,26.150504,0.097862,49,0,False,0.0,23
Program 0,63,D#4,26.151326,26.249188,0.097862,49,0,False,0.0,23
Program 0,69,A4,26.250011,26.347872,0.097862,49,0,False,0.0,23
Program 0,63,D#4,26.348695,26.446557,0.097862,49,0,False,0.0,23
Program 0,62,D4,26.447379,26.545241,0.097862,49,0,False,0.0,23
Program 0,65,F4,26.546063,26.643925,0.097862,49,0,False,0.0,23
Program 0,72,C5,26.644748,26.742609,0.097862,49,0,False,0.0,23
Program 0,65,F4,26.743432,26.841294,0.097862,49,0,False,0.0,23
Program 0,60,C4,26.842116,26.939978,0.097862,49,0,False,0.0,23
Program 0,63,D#4,26.9408,27.038662,0.097862,49,0,False,0.0,23
Program 0,69,A4,27.039485,27.137346,0.097862,49,0,False,0.0,23
Program 0,63,D#4,27.138169,27.231096,0.092928,49,0,False,0.0,23
Program 0,48,C3,30.88817,30.986032,0.097862,33,0,False,0.0,27
Program 0,57,A3,30.986854,31.084716,0.097862,33,0,False,0.0,27
Program 0,48,C3,31.085539,31.183401,0.097862,33,0,False,0.0,27
Program 0,50,D3,31.282907,31.380769,0.097862,33,0,False,0.0,27
Program 0,57,A3,31.381591,31.479453,0.097862,33,0,False,0.0,27
Program 0,50,D3,31.480276,31.578138,0.097862,33,0,False,0.0,27
Program 0,52,E3,31.677644,31.775506,0.097862,33,0,False,0.0,27
Program 0,57,A3,31.776329,31.87419,0.097862,33,0,False,0.0,27
Program 0,52,E3,31.875013,31.972875,0.097862,33,0,False,0.0,27
Program 0,53,F3,32.072381,32.170243,0.097862,33,0,False,0.0,28
Program 0,57,A3,32.171065,32.268927,0.097862,33,0,False,0.0,28
Program 0,53,F3,32.26975,32.367612,0.097862,33,0,False,0.0,28
Program 0,50,D3,32.467118,32.56498,0.097862,33,0,False,0.0,28
Program 0,57,A3,32.565803,32.663664,0.097862,33,0,False,0.0,28
Program 0,50,D3,32.664487,32.762349,0.097862,33,0,False,0.0,28
Program 0,52,E3,32.861855,32.959717,0.097862,33,0,False,0.0,28
Program 0,57,A3,32.96054,33.058401,0.097862,33,0,False,0.0,28
Program 0,52,E3,33.059224,33.152151,0.092928,33,0,False,0.0,28
Program 0,48,C3,33.256592,33.354454,0.097862,33,0,False,0.0,29
Program 0,57,A3,33.355277,33.453138,0.097862,33,0,False,0.0,29
Program 0,48,C3,33.453961,33.551823,0.097862,33,0,False,0.0,29
Program 0,50,D3,33.651329,33.749191,0.097862,33,0,False,0.0,29
Program 0,57,A3,33.750014,33.847875,0.097862,33,0,False,0.0,29
Program 0,50,D3,33.848698,33.94656,0.097862,33,0,False,0.0,29
Program 0,52,E3,34.046066,34.143928,0.097862,33,0,False,0.0,29
Program 0,57,A3,34.144751,34.242612,0.097862,33,0,False,0.0,29
Program 0,52,E3,34.243435,34.341297,0.097862,33,0,False,0.0,29
Program 0,53,F3,34.440803,34.538665,0.097862,33,0,False,0.0,30
Program 0,59,B3,34.539487,34.637349,0.097862,33,0,False,0.0,30
Program 0,53,F3,34.638172,34.736034,0.097862,33,0,False,0.0,30
Program 0,53,F3,34.83554,34.933402,0.097862,33,0,False,0.0,30
Program 0,60,C4,34.934224,35.032086,0.097862,33,0,False,0.0,30
Program 0,55,G3,35.032909,35.130771,0.097862,33,0,False,0.0,30
Program 0,57,A3,35.230277,35.328139,0.097862,33,0,False,0.0,30
Program 0,62,D4,35.328961,35.426823,0.097862,33,0,False,0.0,30
Program 0,57,A3,35.427646,35.520573,0.092928,33,0,False,0.0,30
Program 0,45,A2,34.342119,35.525508,1.183389,33,0,False,0.0,30
Program 0,58,A#3,35.625014,35.722876,0.097862,33,0,False,0.0,31
Program 0,64,E4,35.723698,35.82156,0.097862,33,0,False,0.0,31
Program 0,58,A#3,35.822383,35.920245,0.097862,33,0,False,0.0,31
Program 0,55,G3,36.019751,36.117613,0.097862,33,0,False,0.0,31
Program 0,61,C#4,36.118436,36.216297,0.097862,33,0,False,0.0,31
Program 0,55,G3,36.21712,36.314982,0.097862,33,0,False,0.0,31
Program 0,57,A3,36.414488,36.51235,0.097862,33,0,False,0.0,31
Program 0,62,D4,36.513173,36.611034,0.097862,33,0,False,0.0,31
Program 0,45,A2,35.52633,36.709719,1.183389,33,0,False,0.0,31
Program 0,57,A3,36.611857,36.709719,0.097862,33,0,False,0.0,31
Program 0,58,A#3,36.809225,36.907087,0.097862,33,0,False,0.0,32
Program 0,64,E4,36.90791,37.005771,0.097862,33,0,False,0.0,32
Program 0,58,A#3,37.006594,37.104456,0.097862,33,0,False,0.0,32
Program 0,62,D4,37.203962,37.301824,0.097862,33,0,False,0.0,32
Program 0,67,G4,37.302647,37.400508,0.097862,33,0,False,0.0,32
Program 0,62,D4,37.401331,37.499193,0.097862,33,0,False,0.0,32
Program 0,60,C4,37.598699,37.696561,0.097862,33,0,False,0.0,32
Program 0,65,F4,37.697384,37.795245,0.097862,33,0,False,0.0,32
Program 0,60,C4,37.796068,37.888995,0.092928,33,0,False,0.0,32
Program 0,58,A#3,37.993436,38.091298,0.097862,33,0,False,0.0,33
Program 0,64,E4,38.092121,38.189982,0.097862,33,0,False,0.0,33
Program 0,58,A#3,38.190805,38.288667,0.097862,33,0,False,0.0,33
Program 0,55,G3,38.388173,38.486035,0.097862,33,0,False,0.0,33
Program 0,61,C#4,38.486857,38.584719,0.097862,33,0,False,0.0,33
Program 0,55,G3,38.585542,38.683404,0.097862,33,0,False,0.0,33
Program 0,57,A3,38.78291,38.880772,0.097862,33,0,False,0.0,33
Program 0,62,D4,38.881594,38.979456,0.097862,33,0,False,0.0,33
Program 0,45,A2,36.710541,39.078141,2.3676,33,0,False,0.0,32
Program 0,57,A3,38.980279,39.078141,0.097862,33,0,False,0.0,33
Program 0,58,A#3,39.177647,39.275509,0.097862,33,0,False,0.0,34
Program 0,64,E4,39.276331,39.374193,0.097862,33,0,False,0.0,34
Program 0,58,A#3,39.375016,39.472878,0.097862,33,0,False,0.0,34
Program 0,62,D4,39.572384,39.670246,0.097862,33,0,False,0.0,34
Program 0,67,G4,39.671068,39.76893,0.097862,33,0,False,0.0,34
Program 0,62,D4,39.769753,39.867615,0.097862,33,0,False,0.0,34
Program 0,60,C4,39.967121,40.064983,0.097862,33,0,False,0.0,34
Program 0,65,F4,40.065806,40.163667,0.097862,33,0,False,0.0,34
Program 0,60,C4,40.16449,40.257417,0.092928,33,0,False,0.0,34
Program 0,45,A2,39.078963,40.262352,1.183389,33,0,False,0.0,34
Program 0,62,D4,40.263174,40.361036,0.097862,33,0,False,0.0,35
Program 0,65,F4,40.361858,40.45972,0.097862,33,0,False,0.0,35
Program 0,71,B4,40.460543,40.558404,0.097862,33,0,False,0.0,35
Program 0,65,F4,40.559227,40.657089,0.097862,33,0,False,0.0,35
Program 0,65,F4,40.657911,40.755773,0.097862,33,0,False,0.0,35
Program 0,68,G#4,40.756595,40.854457,0.097862,33,0,False,0.0,35
Program 0,74,D5,40.85528,40.953141,0.097862,33,0,False,0.0,35
Program 0,68,G#4,40.953964,41.051826,0.097862,33,0,False,0.0,35
Program 0,64,E4,41.052648,41.15051,0.097862,33,0,False,0.0,35
Program 0,67,G4,41.151332,41.249194,0.097862,33,0,False,0.0,35
Program 0,72,C5,41.250017,41.347878,0.097862,33,0,False,0.0,35
Program 0,67,G4,41.348701,41.446563,0.097862,33,0,False,0.0,35
Program 0,70,A#4,41.546069,41.643931,0.097862,33,0,False,0.0,36
Program 0,76,E5,41.644754,41.742615,0.097862,33,0,False,0.0,36
Program 0,70,A#4,41.743438,41.8413,0.097862,33,0,False,0.0,36
Program 0,73,C#5,41.940806,42.038668,0.097862,33,0,False,0.0,36
Program 0,79,G5,42.03949,42.137352,0.097862,33,0,False,0.0,36
Program 0,73,C#5,42.138175,42.236037,0.097862,33,0,False,0.0,36
Program 0,72,C5,42.335543,42.433405,0.097862,33,0,False,0.0,36
Program 0,77,F5,42.434227,42.532089,0.097862,33,0,False,0.0,36
Program 0,72,C5,42.532912,42.625839,0.092928,33,0,False,0.0,36
Program 0,62,D4,42.631596,42.729458,0.097862,33,0,False,0.0,37
Program 0,65,F4,42.73028,42.828142,0.097862,33,0,False,0.0,37
Program 0,71,B4,42.828964,42.926826,0.097862,33,0,False,0.0,37
Program 0,65,F4,42.927649,43.025511,0.097862,33,0,False,0.0,37
Program 0,65,F4,43.026333,43.124195,0.097862,33,0,False,0.0,37
Program 0,68,G#4,43.125017,43.222879,0.097862,33,0,False,0.0,37
Program 0,74,D5,43.223701,43.321563,0.097862,33,0,False,0.0,37
Program 0,68,G#4,43.322386,43.420248,0.097862,33,0,False,0.0,37
Program 0,64,E4,43.42107,43.518932,0.097862,33,0,False,0.0,37
Program 0,67,G4,43.519754,43.617616,0.097862,33,0,False,0.0,37
Program 0,72,C5,43.618439,43.7163,0.097862,33,0,False,0.0,37
Program 0,67,G4,43.717123,43.814985,0.097862,33,0,False,0.0,37
Program 0,67,G4,43.815807,43.913669,0.097862,33,0,False,0.0,38
Program 0,70,A#4,43.914491,44.012353,0.097862,33,0,False,0.0,38
Program 0,76,E5,44.013176,44.111037,0.097862,33,0,False,0.0,38
Program 0,70,A#4,44.11186,44.209722,0.097862,33,0,False,0.0,38
Program 0,70,A#4,44.210544,44.308406,0.097862,33,0,False,0.0,38
Program 0,73,C#5,44.309228,44.40709,0.097862,33,0,False,0.0,38
Program 0,79,G5,44.407913,44.505774,0.097862,33,0,False,0.0,38
Program 0,73,C#5,44.506597,44.604459,0.097862,33,0,False,0.0,38
Program 0,72,C5,44.703965,44.801827,0.097862,33,0,False,0.0,38
Program 0,76,E5,44.80265,44.900511,0.097862,33,0,False,0.0,38
Program 0,72,C5,44.901334,44.994261,0.092928,33,0,False,0.0,38
Program 0,77,F5,47.36844,47.466302,0.097862,33,0,False,0.0,41
Program 0,69,A4,47.36844,47.564986,0.196546,33,0,False,0.0,41
Program 0,79,G5,47.467124,47.564986,0.097862,33,0,False,0.0,41
Program 0,81,A5,47.565809,47.66367,0.097862,33,0,False,0.0,41
Program 0,83,B5,47.664493,47.75742,0.092928,39,0,False,0.0,41
Program 0,77,F5,47.763177,47.861039,0.097862,45,0,False,0.0,41
Program 0,69,A4,47.763177,47.959723,0.196546,45,0,False,0.0,41
Program 0,79,G5,47.861861,47.959723,0.097862,51,0,False,0.0,41
Program 0,81,A5,47.960546,48.058407,0.097862,58,0,False,0.0,41
Program 0,83,B5,48.05923,48.152157,0.092928,64,0,False,0.0,41
Program 0,77,F5,48.157914,48.255776,0.097862,70,0,False,0.0,41
Program 0,69,A4,48.157914,48.35446,0.196546,70,0,False,0.0,41
Program 0,79,G5,48.256598,48.35446,0.097862,77,0,False,0.0,41
Program 0,81,A5,48.355283,48.453144,0.097862,83,0,False,0.0,41
Program 0,83,B5,48.453967,48.546894,0.092928,89,0,False,0.0,41
Program 0,77,F5,48.552651,48.650513,0.097862,96,0,False,0.0,42
Program 0,69,A4,48.552651,48.749197,0.196546,96,0,False,0.0,42
Program 0,79,G5,48.651335,48.749197,0.097862,96,0,False,0.0,42
Program 0,81,A5,48.75002,48.847881,0.097862,96,0,False,0.0,42
