part,measure,voice,offsetInMeasure,name,pitch,noteType,durationType,isChord,scoreOffset,startTimeSec,durationSec,isTrill,isGrace
Piano,4,,-7.25,A3,57,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,4,,-6.75,A3,57,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,4,,-6.5,C#4,61,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,4,,-6.25,A3,57,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,5,,-11.75,A-3,56,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,5,,-11.5,C4,60,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,5,,-11.25,A-3,56,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,5,,-10.75,A-3,56,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,5,,-10.5,C4,60,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,5,,-10.25,A-3,56,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,5,,-9.75,A-3,56,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,5,,-9.5,C4,60,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,5,,-9.25,A-3,56,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,6,,-14.75,C3,48,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,6,,-14.5,A3,57,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,6,,-14.25,C3,48,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,6,,-13.75,D3,50,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,6,,-13.5,A3,57,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,6,,-13.25,D3,50,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,6,,-12.75,E3,52,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,6,,-12.5,A3,57,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,6,,-12.25,E3,52,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,7,,-17.75,F3,53,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,7,,-17.5,A3,57,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,7,,-17.25,F3,53,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,7,,-16.75,D3,50,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,7,,-16.5,A3,57,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,7,,-16.25,D3,50,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,7,,-15.75,E3,52,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,7,,-15.5,A3,57,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,7,,-15.25,E3,52,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,8,,-20.75,C3,48,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,8,,-20.5,A3,57,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,8,,-20.25,C3,48,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,8,,-19.75,D3,50,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,8,,-19.5,A3,57,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,8,,-19.25,D3,50,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,8,,-18.75,E3,52,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,8,,-18.5,A3,57,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,8,,-18.25,E3,52,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,9,,-23.75,F3,53,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,9,,-23.5,A3,57,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,9,,-23.25,F3,53,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,9,,-22.75,D3,50,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,9,,-22.5,A3,57,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,9,,-22.25,D3,50,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,9,,-21.75,E3,52,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,9,,-21.5,A3,57,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,9,,-21.25,E3,52,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,10,,-26.75,B-3,58,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,10,,-26.5,E4,64,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,10,,-26.25,B-3,58,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,10,,-25.75,G3,55,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,10,,-25.5,C#4,61,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,10,,-25.25,G3,55,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,10,,-24.75,A3,57,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,10,,-24.5,D4,62,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,10,,-24.25,A3,57,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,11,,-29.75,B-3,58,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,11,,-29.5,E4,64,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,11,,-29.25,B-3,58,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,11,,-28.75,D4,62,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,11,,-28.5,G4,67,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,11,,-28.25,D4,62,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,11,,-27.75,C4,60,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,11,,-27.5,F4,65,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,11,,-27.25,C4,60,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,12,,-32.75,B-3,58,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,12,,-32.5,E4,64,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,12,,-32.25,B-3,58,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,12,,-31.75,G3,55,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,12,,-31.5,C#4,61,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,12,,-31.25,G3,55,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,12,,-30.75,A3,57,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,12,,-30.5,D4,62,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,12,,-30.25,A3,57,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,13,,-35.75,B-3,58,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,13,,-35.5,E4,64,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,13,,-35.25,B-3,58,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,13,,-34.75,D4,62,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,13,,-34.5,G4,67,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,13,,-34.25,D4,62,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,13,,-33.75,C4,60,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,13,,-33.5,F4,65,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,13,,-33.25,C4,60,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,14,,-38.75,F4,65,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,14,,-38.5,B4,71,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,14,,-38.25,F4,65,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,14,,-37.75,A-4,68,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,14,,-37.5,D5,74,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,14,,-37.25,A-4,68,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,14,,-36.75,G4,67,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,14,,-36.5,C5,72,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,14,,-36.25,G4,67,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,15,,-41.75,B-4,70,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,15,,-41.5,E5,76,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,15,,-41.25,B-4,70,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,15,,-40.75,D-5,73,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,15,,-40.5,G5,79,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,15,,-40.25,D-5,73,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,15,,-39.75,C5,72,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,15,,-39.5,F5,77,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,15,,-39.25,C5,72,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,16,,-44.75,F4,65,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,16,,-44.5,B4,71,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,16,,-44.25,F4,65,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,16,,-43.75,A-4,68,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,16,,-43.5,D5,74,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,16,,-43.25,A-4,68,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,16,,-42.75,G4,67,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,16,,-42.5,C5,72,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,16,,-42.25,G4,67,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,17,,-47.75,B-4,70,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,17,,-47.5,E5,76,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,17,,-47.25,B-4,70,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,17,,-46.75,C#5,73,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,17,,-46.5,G5,79,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,17,,-46.25,C#5,73,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,17,,-45.75,B-4,70,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,17,,-45.5,E5,76,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,17,,-45.25,B-4,70,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,18,,-50.75,G#4,68,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,18,,-50.5,D5,74,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,18,,-50.25,G#4,68,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,18,,-49.75,B4,71,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,18,,-49.5,E5,76,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,18,,-49.25,B4,71,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,18,,-48.75,A4,69,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,18,,-48.5,D5,74,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,18,,-48.25,A4,69,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,19,,-53.75,F4,65,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,19,,-53.5,B4,71,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,19,,-53.25,F4,65,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,19,,-52.75,G#4,68,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,19,,-52.5,D5,74,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,19,,-52.25,G#4,68,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,19,,-51.75,F4,65,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,19,,-51.5,B4,71,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,19,,-51.25,F4,65,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,20,,-56.75,E-4,63,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,20,,-56.5,A4,69,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,20,,-56.25,E-4,63,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,20,,-55.75,F#4,66,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,20,,-55.5,C5,72,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,20,,-55.25,F#4,66,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,20,,-54.75,E-4,63,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,20,,-54.5,A4,69,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,20,,-54.25,E-4,63,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,21,,-59.75,E-4,63,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,21,,-59.5,A4,69,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,21,,-59.25,E-4,63,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,21,,-58.75,F4,65,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,21,,-58.5,C5,72,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,21,,-58.25,F4,65,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,21,,-57.75,E-4,63,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,21,,-57.5,A4,69,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,21,,-57.25,E-4,63,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,22,,-62.75,E-4,63,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,22,,-62.5,A4,69,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,22,,-62.25,E-4,63,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,22,,-61.75,F#4,66,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,22,,-61.5,C5,72,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,22,,-61.25,F#4,66,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,22,,-60.75,E-4,63,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,22,,-60.5,A4,69,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,22,,-60.25,E-4,63,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,23,,-65.75,E-4,63,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,23,,-65.5,A4,69,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,23,,-65.25,E-4,63,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,23,,-64.75,F4,65,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,23,,-64.5,C5,72,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,23,,-64.25,F4,65,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,23,,-63.75,E-4,63,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,23,,-63.5,A4,69,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,23,,-63.25,E-4,63,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,24,5,-68.5,A3,57,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,24,5,-68.25,B3,59,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,24,5,-67.5,G3,55,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,24,5,-67.25,A3,57,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,24,5,-66.5,F3,53,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,24,5,-66.25,G3,55,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,25,5,-71.5,A3,57,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,25,5,-71.25,B3,59,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,25,5,-70.5,G3,55,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,25,5,-70.25,A3,57,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,25,5,-69.5,F3,53,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,25,5,-69.25,G3,55,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,26,5,-73.5,G3,55,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,26,5,-73.25,A3,57,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,26,5,-72.5,F3,53,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,26,5,-72.25,G3,55,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,27,5,-77.75,C3,48,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,27,5,-77.5,A3,57,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,27,5,-77.25,C3,48,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,27,5,-76.75,D3,50,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,27,5,-76.5,A3,57,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,27,5,-76.25,D3,50,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,27,5,-75.75,E3,52,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,27,5,-75.5,A3,57,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,27,5,-75.25,E3,52,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,28,5,-80.75,F3,53,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,28,5,-80.5,A3,57,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,28,5,-80.25,F3,53,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,28,5,-79.75,D3,50,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,28,5,-79.5,A3,57,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,28,5,-79.25,D3,50,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,28,5,-78.75,E3,52,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,28,5,-78.5,A3,57,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,28,5,-78.25,E3,52,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,29,5,-83.75,C3,48,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,29,5,-83.5,A3,57,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,29,5,-83.25,C3,48,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,29,5,-82.75,D3,50,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,29,5,-82.5,A3,57,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,29,5,-82.25,D3,50,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,29,5,-81.75,E3,52,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,29,5,-81.5,A3,57,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,29,5,-81.25,E3,52,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,30,5,-86.75,F3,53,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,30,5,-86.5,B3,59,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,30,5,-86.25,F3,53,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,30,5,-85.75,F3,53,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,30,5,-85.5,C4,60,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,30,5,-85.25,G3,55,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,30,5,-84.75,A3,57,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,30,5,-84.5,D4,62,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,30,5,-84.25,A3,57,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,31,5,-89.75,B-3,58,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,31,5,-89.5,E4,64,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,31,5,-89.25,B-3,58,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,31,5,-88.75,G3,55,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,31,5,-88.5,C#4,61,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,31,5,-88.25,G3,55,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,31,5,-87.75,A3,57,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,31,5,-87.5,D4,62,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,31,5,-87.25,A3,57,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,32,5,-92.75,B-3,58,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,32,5,-92.5,E4,64,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,32,5,-92.25,B-3,58,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,32,5,-91.75,D4,62,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,32,5,-91.5,G4,67,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,32,5,-91.25,D4,62,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,32,5,-90.75,C4,60,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,32,5,-90.5,F4,65,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,32,5,-90.25,C4,60,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,33,5,-95.75,B-3,58,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,33,5,-95.5,E4,64,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,33,5,-95.25,B-3,58,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,33,5,-94.75,G3,55,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,33,5,-94.5,C#4,61,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,33,5,-94.25,G3,55,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,33,5,-93.75,A3,57,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,33,5,-93.5,D4,62,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,33,5,-93.25,A3,57,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,34,5,-98.75,B-3,58,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,34,5,-98.5,E4,64,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,34,5,-98.25,B-3,58,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,34,5,-97.75,D4,62,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,34,5,-97.5,G4,67,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,34,5,-97.25,D4,62,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,34,5,-96.75,C4,60,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,34,5,-96.5,F4,65,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,34,5,-96.25,C4,60,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,35,5,-101.75,F4,65,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,35,5,-101.5,B4,71,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,35,5,-101.25,F4,65,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,35,5,-100.75,A-4,68,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,35,5,-100.5,D5,74,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,35,5,-100.25,A-4,68,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,35,5,-99.75,G4,67,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,35,5,-99.5,C5,72,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,35,5,-99.25,G4,67,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,36,5,-104.75,B-4,70,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,36,5,-104.5,E5,76,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,36,5,-104.25,B-4,70,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,36,5,-103.75,D-5,73,normal,16th,False,1.25,0.493421,0.098684,False,False
Piano,36,5,-103.5,G5,79,normal,16th,False,1.5,0.592105,0.098684,False,False
Piano,36,5,-103.25,D-5,73,normal,16th,False,1.75,0.690789,0.098684,False,False
Piano,36,5,-102.75,C5,72,normal,16th,False,2.25,0.888158,0.098684,False,False
Piano,36,5,-102.5,F5,77,normal,16th,False,2.5,0.986842,0.098684,False,False
Piano,36,5,-102.25,C5,72,normal,16th,False,2.75,1.085526,0.098684,False,False
Piano,37,5,-107.75,F4,65,normal,16th,False,0.25,0.098684,0.098684,False,False
Piano,37,5,-107.5,B4,71,normal,16th,False,0.5,0.197368,0.098684,False,False
Piano,37,5,-107.25,F4,65,normal,16th,False,0.75,0.296053,0.098684,False,False
Piano,37,5,-106.75,A-4,68,normal,16th,False,1.25,0.493421,0.098684,False,False
